Stimmbezirk,ParteiKuerzel,Stimmen
Stimmbezirk 11,Volt,2
Stimmbezirk 11,Einzelbewerber,1
Stimmbezirk 12,CSU,183
Stimmbezirk 12,SPD,40
Stimmbezirk 12,Grüne,85
Stimmbezirk 12,FDP,37
Stimmbezirk 12,AfD,28
Stimmbezirk 12,FW,8
Stimmbezirk 12,Die Linke,12
Stimmbezirk 12,ÖDP,1
Stimmbezirk 12,Volt,5
Stimmbezirk 12,Einzelbewerber,2
Stimmbezirk 13,CSU,221
Stimmbezirk 13,SPD,67
Stimmbezirk 13,Grüne,74
Stimmbezirk 13,FDP,31
Stimmbezirk 13,AfD,45
Stimmbezirk 13,FW,8
Stimmbezirk 13,Die Linke,13
Stimmbezirk 13,ÖDP,4
Stimmbezirk 13,Volt,5
Stimmbezirk 13,Einzelbewerber,3
Stimmbezirk 14,CSU,181
Stimmbezirk 14,SPD,28
Stimmbezirk 14,Grüne,68
Stimmbezirk 14,FDP,37
Stimmbezirk 14,AfD,48
Stimmbezirk 14,FW,5
Stimmbezirk 14,Die Linke,11
Stimmbezirk 14,ÖDP,2
Stimmbezirk 14,Volt,5
Stimmbezirk 14,Einzelbewerber,3
Stimmbezirk 15,CSU,249
Stimmbezirk 15,SPD,83
Stimmbezirk 15,Grüne,109
Stimmbezirk 15,FDP,37
Stimmbezirk 15,AfD,81
Stimmbezirk 15,FW,10
Stimmbezirk 15,Die Linke,19
Stimmbezirk 15,ÖDP,3
Stimmbezirk 15,Volt,5
Stimmbezirk 15,Einzelbewerber,4
Stimmbezirk 31,CSU,358
Stimmbezirk 31,SPD,57
Stimmbezirk 31,Grüne,95
Stimmbezirk 31,FDP,26
Stimmbezirk 31,AfD,58
Stimmbezirk 31,FW,28
Stimmbezirk 31,Die Linke,20
Stimmbezirk 31,ÖDP,3
Stimmbezirk 31,Volt,11
Stimmbezirk 31,Einzelbewerber,2
Stimmbezirk 32,CSU,236
Stimmbezirk 32,SPD,30
Stimmbezirk 32,Grüne,43
Stimmbezirk 32,FDP,30
Stimmbezirk 32,AfD,56
Stimmbezirk 32,FW,20
Stimmbezirk 32,Die Linke,10
Stimmbezirk 32,ÖDP,3
Stimmbezirk 32,Volt,4
Stimmbezirk 32,Einzelbewerber,3
Stimmbezirk 33,CSU,250
Stimmbezirk 33,SPD,49
Stimmbezirk 33,Grüne,107
Stimmbezirk 33,FDP,34
Stimmbezirk 33,AfD,29
Stimmbezirk 33,FW,16
Stimmbezirk 33,Die Linke,11
Stimmbezirk 33,ÖDP,6
Stimmbezirk 33,Volt,9
Stimmbezirk 33,Einzelbewerber,5
Stimmbezirk 34,CSU,238
Stimmbezirk 34,SPD,72
Stimmbezirk 34,Grüne,109
Stimmbezirk 34,FDP,32
Stimmbezirk 34,AfD,42
Stimmbezirk 34,FW,19
Stimmbezirk 34,Die Linke,11
Stimmbezirk 34,ÖDP,3
Stimmbezirk 34,Volt,6
Stimmbezirk 34,Einzelbewerber,4
Stimmbezirk 35,CSU,249
Stimmbezirk 35,SPD,55
Stimmbezirk 35,Grüne,133
Stimmbezirk 35,FDP,40
Stimmbezirk 35,AfD,37
Stimmbezirk 35,FW,8
Stimmbezirk 35,Die Linke,16
Stimmbezirk 35,ÖDP,7
Stimmbezirk 35,Volt,10
Stimmbezirk 35,Einzelbewerber,2
Stimmbezirk 36,CSU,329
Stimmbezirk 36,SPD,66
Stimmbezirk 36,Grüne,139
Stimmbezirk 36,FDP,22
Stimmbezirk 36,AfD,44
Stimmbezirk 36,FW,19
Stimmbezirk 36,Die Linke,17
Stimmbezirk 36,ÖDP,7
Stimmbezirk 36,Volt,7
Stimmbezirk 36,Einzelbewerber,1
Stimmbezirk 37,CSU,257
Stimmbezirk 37,SPD,88
Stimmbezirk 37,Grüne,131
Stimmbezirk 37,FDP,46
Stimmbezirk 37,AfD,52
Stimmbezirk 37,FW,14
Stimmbezirk 37,Die Linke,11
Stimmbezirk 37,ÖDP,3
Stimmbezirk 37,Volt,4
Stimmbezirk 37,Einzelbewerber,1
Stimmbezirk 38,CSU,337
Stimmbezirk 38,SPD,67
Stimmbezirk 38,Grüne,123
Stimmbezirk 38,FDP,48
Stimmbezirk 38,AfD,48
Stimmbezirk 38,FW,18
Stimmbezirk 38,Die Linke,30
Stimmbezirk 38,ÖDP,3
Stimmbezirk 38,Volt,9
Stimmbezirk 38,Einzelbewerber,2
Stimmbezirk 39,CSU,298
Stimmbezirk 39,SPD,95
Stimmbezirk 39,Grüne,87
Stimmbezirk 39,FDP,28
Stimmbezirk 39,AfD,35
Stimmbezirk 39,FW,17
Stimmbezirk 39,Die Linke,14
Stimmbezirk 39,ÖDP,5
Stimmbezirk 39,Volt,12
Stimmbezirk 39,Einzelbewerber,1
Stimmbezirk 40,CSU,202
Stimmbezirk 40,SPD,73
Stimmbezirk 40,Grüne,93
Stimmbezirk 40,FDP,22
Stimmbezirk 40,AfD,33
Stimmbezirk 40,FW,14
Stimmbezirk 40,Die Linke,20
Stimmbezirk 40,ÖDP,6
Stimmbezirk 40,Volt,3
Stimmbezirk 40,Einzelbewerber,7
Stimmbezirk 41,CSU,242
Stimmbezirk 41,SPD,56
Stimmbezirk 41,Grüne,74
Stimmbezirk 41,FDP,37
Stimmbezirk 41,AfD,60
Stimmbezirk 41,FW,13
Stimmbezirk 41,Die Linke,14
Stimmbezirk 41,ÖDP,5
Stimmbezirk 41,Volt,10
Stimmbezirk 41,Einzelbewerber,2
Stimmbezirk 42,CSU,292
Stimmbezirk 42,SPD,59
Stimmbezirk 42,Grüne,104
Stimmbezirk 42,FDP,32
Stimmbezirk 42,AfD,26
Stimmbezirk 42,FW,11
Stimmbezirk 42,Die Linke,15
Stimmbezirk 42,ÖDP,4
Stimmbezirk 42,Volt,5
Stimmbezirk 42,Einzelbewerber,3
Stimmbezirk 43,CSU,293
Stimmbezirk 43,SPD,71
Stimmbezirk 43,Grüne,105
Stimmbezirk 43,FDP,52
Stimmbezirk 43,AfD,39
Stimmbezirk 43,FW,9
Stimmbezirk 43,Die Linke,17
Stimmbezirk 43,ÖDP,5
Stimmbezirk 43,Volt,11
Stimmbezirk 43,Einzelbewerber,1
Stimmbezirk 44,CSU,285
Stimmbezirk 44,SPD,47
Stimmbezirk 44,Grüne,75
Stimmbezirk 44,FDP,29
Stimmbezirk 44,AfD,39
Stimmbezirk 44,FW,9
Stimmbezirk 44,Die Linke,10
Stimmbezirk 44,ÖDP,4
Stimmbezirk 44,Volt,12
Stimmbezirk 44,Einzelbewerber,3
Stimmbezirk 45,CSU,257
Stimmbezirk 45,SPD,69
Stimmbezirk 45,Grüne,130
Stimmbezirk 45,FDP,40
Stimmbezirk 45,AfD,40
Stimmbezirk 45,FW,19
Stimmbezirk 45,Die Linke,24
Stimmbezirk 45,ÖDP,5
Stimmbezirk 45,Volt,13
Stimmbezirk 45,Einzelbewerber,4
