datum,ort,neuPositiv,inzidenz7tage
2021-12-12,Glonn,1,208.29
2021-12-13,Glonn,1,227.23
2021-12-14,Glonn,2,246.17
2021-12-15,Glonn,2,246.17
2021-12-16,Glonn,6,302.97
2021-12-17,Glonn,1,302.97
2021-12-18,Glonn,0,246.17
2021-12-19,Glonn,4,302.97
2021-12-20,Glonn,1,302.97
2021-12-21,Glonn,3,321.91
2021-12-22,Glonn,8,435.52
2021-12-23,Glonn,0,321.91
2021-12-24,Glonn,0,302.97
2021-12-25,Glonn,1,321.91
2021-12-26,Glonn,1,265.1
2021-12-27,Glonn,1,265.1
2021-12-28,Glonn,0,208.29
2021-12-29,Glonn,0,56.81
2021-12-30,Glonn,0,56.81
2021-12-31,Glonn,1,75.74
2022-01-01,Glonn,0,56.81
2022-01-02,Glonn,3,94.68
2022-01-03,Glonn,2,113.61
2022-01-04,Glonn,2,151.49
2022-01-05,Glonn,3,208.29
2022-01-06,Glonn,2,246.17
2022-01-07,Glonn,2,265.1
2022-01-08,Glonn,0,265.1
2022-01-09,Glonn,0,208.29
2022-01-10,Glonn,5,265.1
2022-01-11,Glonn,6,340.84
2022-01-12,Glonn,4,359.78
2022-01-13,Glonn,2,359.78
2022-01-14,Glonn,4,397.65
2022-01-15,Glonn,4,473.4
2022-01-16,Glonn,1,492.33
2022-01-17,Glonn,8,549.14
2022-01-18,Glonn,11,643.82
2022-01-19,Glonn,11,776.37
2022-01-20,Glonn,10,927.85
2022-01-21,Glonn,12,1079.34
2022-01-22,Glonn,12,1230.83
2022-01-23,Glonn,12,1439.12
2022-01-24,Glonn,5,1382.31
2022-01-25,Glonn,30,1742.09
2022-01-26,Glonn,11,1742.09
2022-01-27,Glonn,14,1817.84
2022-01-28,Glonn,20,1969.32
2022-01-29,Glonn,7,1874.64
2022-01-30,Glonn,15,1931.45
2022-01-31,Glonn,3,1893.58
2022-02-01,Glonn,11,1533.8
2022-02-02,Glonn,13,1571.67
2022-02-03,Glonn,19,1666.35
2022-02-04,Glonn,12,1514.86
2022-02-05,Glonn,13,1628.48
2022-02-06,Glonn,21,1742.09
2022-02-07,Glonn,14,1950.39
2022-02-08,Glonn,14,2007.2
2022-02-09,Glonn,22,2177.62
2022-02-10,Glonn,30,2385.91
2022-02-11,Glonn,12,2385.91
2022-02-12,Glonn,16,2442.72
2022-02-13,Glonn,8,2196.55
2022-02-14,Glonn,21,2329.1
2022-02-15,Glonn,25,2537.4
2022-02-16,Glonn,32,2726.76
2022-02-17,Glonn,32,2764.63
2022-02-18,Glonn,21,2935.05
2022-02-19,Glonn,11,2840.37
2022-02-20,Glonn,19,3048.67
2022-02-21,Glonn,15,2935.05
2022-02-22,Glonn,12,2688.88
2022-02-23,Glonn,25,2556.33
2022-02-24,Glonn,14,2215.49
2022-02-25,Glonn,15,2101.87
2022-02-26,Glonn,13,2139.75
2022-02-27,Glonn,12,2007.2
2022-02-28,Glonn,17,2045.07
2022-03-01,Glonn,11,2026.13
2022-03-02,Glonn,13,1798.9
2022-03-03,Glonn,14,1798.9
2022-03-04,Glonn,8,1666.35
2022-03-05,Glonn,20,1798.9
2022-03-06,Glonn,16,1874.64
2022-03-07,Glonn,5,1647.42
2022-03-08,Glonn,8,1590.61
2022-03-09,Glonn,18,1685.29
2022-03-10,Glonn,10,1609.54
2022-03-11,Glonn,10,1647.42
2022-03-12,Glonn,22,1685.29
2022-03-13,Glonn,12,1609.54
2022-03-14,Glonn,8,1666.35
2022-03-15,Glonn,18,1855.71
2022-03-16,Glonn,25,1988.26
2022-03-17,Glonn,32,2404.85
2022-03-18,Glonn,16,2518.46
2022-03-19,Glonn,23,2537.4
2022-03-20,Glonn,10,2499.53
2022-03-21,Glonn,20,2726.76
2022-03-22,Glonn,21,2783.56
2022-03-23,Glonn,67,3578.87
2022-03-24,Glonn,31,3559.93
2022-03-25,Glonn,20,3635.68
2022-03-26,Glonn,9,3370.57
2022-03-27,Glonn,9,3351.64
2022-03-28,Glonn,11,3181.22
2022-03-29,Glonn,9,2953.99
2022-03-30,Glonn,17,2007.2
2022-03-31,Glonn,19,1779.97
2022-04-01,Glonn,24,1855.71
2022-04-02,Glonn,8,1836.77
2022-04-03,Glonn,9,1836.77
2022-04-04,Glonn,7,1761.03
2022-04-05,Glonn,12,1817.84
2022-04-06,Glonn,16,1798.9
2022-04-07,Glonn,3,1495.93
2022-04-08,Glonn,13,1287.63
2022-04-09,Glonn,1,1155.08
2022-04-10,Glonn,9,1155.08
2022-04-11,Glonn,5,1117.21
2022-04-12,Glonn,8,1041.47
2022-04-13,Glonn,12,965.73
2022-04-14,Glonn,10,1098.28
2022-04-15,Glonn,3,908.92
2022-04-16,Glonn,3,946.79
2022-04-17,Glonn,4,852.11
2022-04-18,Glonn,4,833.18
2022-04-19,Glonn,4,757.43
2022-04-20,Glonn,17,852.11
2022-04-21,Glonn,9,833.18
2022-04-22,Glonn,15,1060.41
2022-04-23,Glonn,12,1230.83
2022-04-24,Glonn,9,1325.51
2022-04-25,Glonn,6,1363.38
2022-04-26,Glonn,10,1476.99
2022-04-27,Glonn,8,1306.57
2022-04-28,Glonn,11,1344.44
2022-04-29,Glonn,6,1174.02
2022-04-30,Glonn,0,946.79
2022-05-01,Glonn,0,776.37
2022-05-02,Glonn,18,1003.6
2022-05-03,Glonn,10,1003.6
2022-05-04,Glonn,13,1098.28
2022-05-05,Glonn,10,1079.34
2022-05-06,Glonn,15,1249.76
2022-05-07,Glonn,0,1249.76
2022-05-08,Glonn,0,1249.76
2022-05-09,Glonn,15,1192.96
2022-05-10,Glonn,8,1155.08
2022-05-11,Glonn,9,1079.34
2022-05-12,Glonn,15,1174.02
2022-05-13,Glonn,9,1060.41
2022-05-14,Glonn,7,1192.96
2022-05-15,Glonn,4,1268.7
2022-05-16,Glonn,5,1079.34
2022-05-17,Glonn,6,1041.47
2022-05-18,Glonn,5,965.73
2022-05-19,Glonn,6,795.3
2022-05-20,Glonn,3,681.69
2022-05-21,Glonn,0,549.14
2022-05-22,Glonn,2,511.27
2022-05-23,Glonn,2,454.46
2022-05-24,Glonn,1,359.78
2022-05-25,Glonn,1,284.04
2022-05-26,Glonn,0,170.42
2022-05-27,Glonn,3,170.42
2022-05-28,Glonn,0,170.42
2022-05-29,Glonn,0,132.55
2022-05-30,Glonn,5,189.36
2022-05-31,Glonn,3,227.23
2022-06-01,Glonn,1,227.23
2022-06-02,Glonn,4,302.97
2022-06-03,Glonn,0,246.17
2022-06-04,Glonn,0,246.17
2022-06-05,Glonn,0,246.17
2022-06-06,Glonn,0,151.49
2022-06-07,Glonn,2,132.55
2022-06-08,Glonn,0,113.61
2022-06-09,Glonn,2,75.74
2022-06-10,Glonn,0,75.74
2022-06-11,Glonn,0,75.74
2022-06-12,Glonn,0,75.74
2022-06-13,Glonn,3,132.55
2022-06-14,Glonn,3,151.49
2022-06-15,Glonn,6,265.1
2022-06-16,Glonn,0,227.23
2022-06-17,Glonn,4,302.97
2022-06-18,Glonn,0,302.97
2022-06-19,Glonn,0,302.97
2022-06-20,Glonn,7,378.72
2022-06-21,Glonn,7,454.46
2022-06-22,Glonn,7,473.4
2022-06-23,Glonn,7,605.95
2022-06-24,Glonn,0,530.2
2022-06-25,Glonn,0,530.2
2022-06-26,Glonn,0,530.2
2022-06-27,Glonn,4,473.4
2022-06-28,Glonn,3,397.65
2022-06-29,Glonn,6,378.72
2022-06-30,Glonn,2,284.04
2022-07-01,Glonn,7,416.59
2022-07-02,Glonn,0,416.59
2022-07-03,Glonn,0,416.59
2022-07-04,Glonn,5,435.52
2022-07-05,Glonn,5,473.4
2022-07-06,Glonn,10,549.14
2022-07-07,Glonn,3,568.07
2022-07-08,Glonn,4,511.27
2022-07-09,Glonn,0,511.27
2022-07-10,Glonn,0,511.27
2022-07-11,Glonn,8,568.07
2022-07-12,Glonn,7,605.95
2022-07-13,Glonn,3,473.4
2022-07-14,Glonn,8,568.07
2022-07-15,Glonn,2,530.2
2022-07-16,Glonn,0,530.2
2022-07-17,Glonn,0,530.2
2022-07-18,Glonn,23,814.24
2022-07-19,Glonn,4,757.43
2022-07-20,Glonn,4,776.37
2022-07-21,Glonn,3,681.69
2022-07-22,Glonn,4,719.56
2022-07-23,Glonn,0,719.56
2022-07-24,Glonn,0,719.56
2022-07-25,Glonn,19,643.82
2022-07-26,Glonn,7,700.62
2022-07-27,Glonn,6,738.5
2022-07-28,Glonn,7,814.24
2022-07-29,Glonn,2,776.37
2022-07-30,Glonn,0,776.37
2022-07-31,Glonn,0,776.37
2022-08-01,Glonn,12,643.82
2022-08-02,Glonn,6,624.88
2022-08-03,Glonn,3,568.07
2022-08-04,Glonn,7,568.07
2022-08-05,Glonn,2,568.07
2022-08-06,Glonn,0,568.07
2022-08-07,Glonn,0,568.07
2022-08-08,Glonn,4,416.59
2022-08-09,Glonn,2,340.84
2022-08-10,Glonn,6,397.65
2022-08-11,Glonn,1,284.04
2022-08-12,Glonn,3,302.97
2022-08-13,Glonn,0,302.97
2022-08-14,Glonn,0,302.97
2022-08-15,Glonn,0,227.23
2022-08-16,Glonn,6,302.97
2022-08-17,Glonn,2,227.23
2022-08-18,Glonn,1,227.23
2022-08-19,Glonn,0,170.42
2022-08-20,Glonn,0,170.42
2022-08-21,Glonn,0,170.42
2022-08-22,Glonn,2,208.29
2022-08-23,Glonn,0,94.68
2022-08-24,Glonn,0,56.81
2022-08-25,Glonn,1,56.81
2022-08-26,Glonn,1,75.74
2022-08-27,Glonn,0,75.74
2022-08-28,Glonn,0,75.74
2022-08-29,Glonn,0,37.87
2022-08-30,Glonn,1,56.81
2022-08-31,Glonn,2,94.68
2022-09-01,Glonn,3,132.55
2022-09-02,Glonn,3,170.42
2022-09-03,Glonn,0,170.42
2022-09-04,Glonn,0,170.42
2022-09-05,Glonn,5,265.1
2022-09-06,Glonn,0,246.17
2022-09-07,Glonn,0,208.29
2022-09-08,Glonn,2,189.36
2022-09-09,Glonn,1,151.49
2022-09-10,Glonn,0,151.49
2022-09-11,Glonn,0,151.49
2022-09-12,Glonn,3,113.61
2022-09-13,Glonn,7,246.17
2022-09-14,Glonn,1,265.1
2022-09-15,Glonn,2,265.1
2022-09-16,Glonn,1,265.1
2022-09-17,Glonn,0,265.1
2022-09-18,Glonn,0,265.1
2022-09-19,Glonn,5,302.97
2022-09-20,Glonn,5,265.1
2022-09-21,Glonn,5,340.84
2022-09-22,Glonn,3,359.78
2022-09-23,Glonn,2,378.72
2022-09-24,Glonn,0,378.72
2022-09-25,Glonn,0,378.72
2022-09-26,Glonn,13,530.2
2022-09-27,Glonn,11,643.82
2022-09-28,Glonn,12,776.37
2022-09-29,Glonn,4,795.3
2022-09-30,Glonn,8,908.92
2022-10-01,Glonn,0,908.92
2022-10-02,Glonn,0,908.92
2022-10-03,Glonn,0,662.75
2022-10-04,Glonn,25,927.85
2022-10-05,Glonn,21,1098.28
2022-10-06,Glonn,8,1174.02
2022-10-07,Glonn,5,1117.21
2022-10-08,Glonn,0,1117.21
2022-10-09,Glonn,0,1117.21
2022-10-10,Glonn,17,1439.12
2022-10-11,Glonn,16,1268.7
2022-10-12,Glonn,7,1003.6
2022-10-13,Glonn,10,1041.47
2022-10-14,Glonn,3,1003.6
2022-10-15,Glonn,0,1003.6
2022-10-16,Glonn,0,1003.6
2022-10-17,Glonn,8,833.18
2022-10-18,Glonn,1,549.14
2022-10-19,Glonn,14,681.69
2022-10-20,Glonn,3,549.14
2022-10-21,Glonn,3,549.14
2022-10-22,Glonn,0,549.14
2022-10-23,Glonn,0,549.14
2022-10-24,Glonn,1,416.59
2022-10-25,Glonn,1,416.59
2022-10-26,Glonn,4,227.23
2022-10-27,Glonn,3,227.23
2022-10-28,Glonn,3,227.23
2022-10-29,Glonn,0,227.23
2022-10-30,Glonn,0,227.23
2022-10-31,Glonn,7,340.84
2022-11-01,Glonn,0,321.91
2022-11-02,Glonn,2,284.04
2022-11-03,Glonn,4,302.97
2022-11-04,Glonn,1,265.1
2022-11-05,Glonn,0,265.1
2022-11-06,Glonn,0,265.1
2022-11-07,Glonn,0,132.55
2022-11-08,Glonn,2,170.42
2022-11-09,Glonn,3,189.36
2022-11-10,Glonn,0,113.61
2022-11-11,Glonn,1,113.61
2022-11-12,Glonn,0,113.61
2022-11-13,Glonn,0,113.61
2022-11-14,Glonn,0,113.61
2022-11-15,Glonn,1,94.68
2022-11-16,Glonn,0,37.87
2022-11-17,Glonn,0,37.87
2022-11-18,Glonn,1,37.87
2022-11-19,Glonn,0,37.87
2022-11-20,Glonn,0,37.87
2022-11-21,Glonn,1,56.81
2022-11-22,Glonn,0,37.87
2022-11-23,Glonn,2,75.74
2022-11-24,Glonn,0,75.74
2022-11-25,Glonn,1,75.74
2022-11-26,Glonn,0,75.74
2022-11-27,Glonn,0,75.74
2022-11-28,Glonn,0,56.81
2022-11-29,Glonn,1,75.74
2022-11-30,Glonn,0,37.87
2022-12-01,Glonn,0,37.87
2022-12-02,Glonn,1,37.87
2022-12-03,Glonn,0,37.87
2022-12-04,Glonn,0,37.87
2022-12-05,Glonn,0,37.87
2022-12-06,Glonn,0,18.94
2022-12-07,Glonn,0,18.94
2022-12-08,Glonn,0,18.94
2022-12-09,Glonn,0,0
2022-12-10,Glonn,0,0
2022-12-11,Glonn,0,0
2022-12-12,Glonn,0,0
2022-12-13,Glonn,0,0
2022-12-14,Glonn,0,0
2022-12-15,Glonn,0,0
2022-12-16,Glonn,1,18.94
2022-12-17,Glonn,0,18.94
2022-12-18,Glonn,0,18.94
2022-12-19,Glonn,0,18.94
2022-12-20,Glonn,0,18.94
2022-12-21,Glonn,1,37.87
2022-12-22,Glonn,2,75.74
2022-12-23,Glonn,0,56.81
2022-12-24,Glonn,0,56.81
2022-12-25,Glonn,0,56.81
2022-12-26,Glonn,0,56.81
2022-12-27,Glonn,0,56.81
2022-12-28,Glonn,1,56.81
2022-12-29,Glonn,2,56.81
2022-12-30,Glonn,0,56.81
2022-12-31,Glonn,0,56.81
2023-01-01,Glonn,0,56.81
2023-01-02,Glonn,2,94.68
2023-01-03,Glonn,0,94.68
2023-01-04,Glonn,1,94.68
2023-01-05,Glonn,0,56.81
2023-01-06,Glonn,0,56.81
2023-01-07,Glonn,0,56.81
2023-01-08,Glonn,0,56.81
2023-01-09,Glonn,1,37.87
2023-01-10,Glonn,0,37.87
2023-01-11,Glonn,1,37.87
2023-01-12,Glonn,0,37.87
2023-01-13,Glonn,0,37.87
2023-01-14,Glonn,0,37.87
2023-01-15,Glonn,0,37.87
2023-01-16,Glonn,1,37.87
2023-01-17,Glonn,0,37.87
2023-01-18,Glonn,2,56.81
2023-01-19,Glonn,1,75.74
2023-01-20,Glonn,0,75.74
2023-01-21,Glonn,0,75.74
2023-01-22,Glonn,0,75.74
2023-01-23,Glonn,3,113.61
2023-01-24,Glonn,0,113.61
2023-01-25,Glonn,1,94.68
2023-01-26,Glonn,1,94.68
2023-01-27,Glonn,0,94.68
2023-01-28,Glonn,0,94.68
2023-01-29,Glonn,0,94.68
2023-01-30,Glonn,3,94.68
2023-01-31,Glonn,2,132.55
2023-02-01,Glonn,3,170.42
2023-02-02,Glonn,0,151.49
2023-02-03,Glonn,1,170.42
2023-02-04,Glonn,0,170.42
2023-02-05,Glonn,0,170.42
2023-02-06,Glonn,0,113.61
2023-02-07,Glonn,0,75.74
2023-02-08,Glonn,2,56.81
2023-02-09,Glonn,1,75.74
2023-02-10,Glonn,1,75.74
2023-02-11,Glonn,0,75.74
2023-02-12,Glonn,0,75.74
2023-02-13,Glonn,2,113.61
2023-02-14,Glonn,1,132.55
2023-02-15,Glonn,0,94.68
2023-02-16,Glonn,1,94.68
2023-02-17,Glonn,0,75.74
2023-02-18,Glonn,0,75.74
2023-02-19,Glonn,0,75.74
2023-02-20,Glonn,0,37.87
2023-02-21,Glonn,1,37.87
2023-02-22,Glonn,0,37.87
2023-02-23,Glonn,1,37.87
2023-02-24,Glonn,0,37.87
2023-02-25,Glonn,0,37.87
2023-02-26,Glonn,0,37.87
2023-02-27,Glonn,0,37.87
2023-02-28,Glonn,0,18.94
2023-03-01,Glonn,3,75.74
2023-03-02,Glonn,0,56.81
2023-03-03,Glonn,0,56.81
2023-03-04,Glonn,0,56.81
2023-03-05,Glonn,0,56.81
2023-03-06,Glonn,1,75.74
2023-03-07,Glonn,0,75.74
2023-03-08,Glonn,0,18.94
2023-03-09,Glonn,1,37.87
2023-03-10,Glonn,0,37.87
2023-03-11,Glonn,0,37.87
2023-03-12,Glonn,0,37.87
2023-03-13,Glonn,0,18.94
2023-03-14,Glonn,0,18.94
2023-03-15,Glonn,0,18.94
2023-03-16,Glonn,0,0
2023-03-17,Glonn,1,18.94
2023-03-18,Glonn,0,18.94
2023-03-19,Glonn,0,18.94
2023-03-20,Glonn,2,56.81
2023-03-21,Glonn,0,56.81
2023-03-22,Glonn,1,75.74
2023-03-23,Glonn,1,94.68
2023-03-24,Glonn,0,75.74
2023-03-25,Glonn,0,75.74
2023-03-26,Glonn,0,75.74
2023-03-27,Glonn,1,56.81
2023-03-28,Glonn,0,56.81
2023-03-29,Glonn,0,37.87
2023-03-30,Glonn,0,18.94
2023-03-31,Glonn,0,18.94
2023-04-01,Glonn,0,18.94
2023-04-02,Glonn,0,18.94
2023-04-03,Glonn,0,0
2023-04-04,Glonn,0,0
2023-04-05,Glonn,0,0
2023-04-06,Glonn,0,0
2023-04-07,Glonn,0,0
2023-04-08,Glonn,0,0
2023-04-09,Glonn,0,0
2023-04-10,Glonn,0,0
2023-04-11,Glonn,0,0
2023-04-12,Glonn,1,18.94
2023-04-13,Glonn,0,18.94
2023-04-14,Glonn,0,18.94
2023-04-15,Glonn,0,18.94
2023-04-16,Glonn,0,18.94
2023-04-17,Glonn,0,18.94
2023-04-18,Glonn,0,18.94
2023-04-19,Glonn,0,0
2023-04-20,Glonn,0,0
2023-04-21,Glonn,0,0
2023-04-22,Glonn,0,0
2023-04-23,Glonn,0,0
2023-04-24,Glonn,0,0
2023-04-25,Glonn,0,0
2023-04-26,Glonn,0,0
2023-04-27,Glonn,0,0
2023-04-28,Glonn,0,0
2023-04-29,Glonn,0,0
2023-04-30,Glonn,0,0
2023-05-01,Glonn,0,0
2023-05-02,Glonn,0,0
2023-05-03,Glonn,0,0
2023-05-04,Glonn,0,0
2023-05-05,Glonn,0,0
2023-05-06,Glonn,0,0
2023-05-07,Glonn,0,0
2023-05-08,Glonn,0,0
2023-05-09,Glonn,0,0
2023-05-10,Glonn,0,0
2023-05-11,Glonn,0,0
2023-05-12,Glonn,0,0
2023-05-13,Glonn,0,0
2023-05-14,Glonn,0,0
2023-05-15,Glonn,0,0
2023-05-16,Glonn,0,0
2023-05-17,Glonn,0,0
2023-05-18,Glonn,0,0
2023-05-19,Glonn,0,0
2023-05-20,Glonn,0,0
2023-05-21,Glonn,0,0
2020-03-02,Grafing bei München,1,7.18
2020-03-03,Grafing bei München,1,14.35
2020-03-04,Grafing bei München,0,14.35
2020-03-05,Grafing bei München,0,14.35
2020-03-06,Grafing bei München,0,14.35
2020-03-07,Grafing bei München,0,14.35
2020-03-08,Grafing bei München,0,14.35
2020-03-09,Grafing bei München,0,7.18
2020-03-10,Grafing bei München,0,0
2020-03-11,Grafing bei München,0,0
2020-03-12,Grafing bei München,0,0
2020-03-13,Grafing bei München,1,7.18
2020-03-14,Grafing bei München,0,7.18
2020-03-15,Grafing bei München,3,28.7
2020-03-16,Grafing bei München,1,35.88
2020-03-17,Grafing bei München,0,35.88
2020-03-18,Grafing bei München,1,43.05
2020-03-19,Grafing bei München,0,43.05
2020-03-20,Grafing bei München,0,35.88
2020-03-21,Grafing bei München,0,35.88
2020-03-22,Grafing bei München,1,21.53
2020-03-23,Grafing bei München,2,28.7
2020-03-24,Grafing bei München,2,43.05
2020-03-25,Grafing bei München,2,50.23
2020-03-26,Grafing bei München,2,64.58
2020-03-27,Grafing bei München,0,64.58
2020-03-28,Grafing bei München,1,71.76
2020-03-29,Grafing bei München,0,64.58
2020-03-30,Grafing bei München,5,86.11
2020-03-31,Grafing bei München,1,78.93
2020-04-01,Grafing bei München,1,71.76
2020-04-02,Grafing bei München,1,64.58
2020-04-03,Grafing bei München,2,78.93
2020-04-04,Grafing bei München,2,86.11
2020-04-05,Grafing bei München,0,86.11
2020-04-06,Grafing bei München,2,64.58
2020-04-07,Grafing bei München,0,57.41
2020-04-08,Grafing bei München,3,71.76
2020-04-09,Grafing bei München,0,64.58
2020-04-10,Grafing bei München,0,50.23
2020-04-11,Grafing bei München,0,35.88
2020-04-12,Grafing bei München,2,50.23
2020-04-13,Grafing bei München,1,43.05
2020-04-14,Grafing bei München,0,43.05
2020-04-15,Grafing bei München,1,28.7
2020-04-16,Grafing bei München,0,28.7
2020-04-17,Grafing bei München,0,28.7
2020-04-18,Grafing bei München,0,28.7
2020-04-19,Grafing bei München,0,14.35
2020-04-20,Grafing bei München,1,14.35
2020-04-21,Grafing bei München,1,21.53
2020-04-22,Grafing bei München,2,28.7
2020-04-23,Grafing bei München,1,35.88
2020-04-24,Grafing bei München,0,35.88
2020-04-25,Grafing bei München,0,35.88
2020-04-26,Grafing bei München,0,35.88
2020-04-27,Grafing bei München,0,28.7
2020-04-28,Grafing bei München,0,21.53
2020-04-29,Grafing bei München,0,7.18
2020-04-30,Grafing bei München,1,7.18
2020-05-01,Grafing bei München,0,7.18
2020-05-02,Grafing bei München,0,7.18
2020-05-03,Grafing bei München,0,7.18
2020-05-04,Grafing bei München,0,7.18
2020-05-05,Grafing bei München,0,7.18
2020-05-06,Grafing bei München,0,7.18
2020-05-07,Grafing bei München,0,0
2020-05-08,Grafing bei München,0,0
2020-05-09,Grafing bei München,0,0
2020-05-10,Grafing bei München,0,0
2020-05-11,Grafing bei München,0,0
2020-05-12,Grafing bei München,0,0
2020-05-13,Grafing bei München,0,0
2020-05-14,Grafing bei München,0,0
2020-05-15,Grafing bei München,0,0
2020-05-16,Grafing bei München,0,0
2020-05-17,Grafing bei München,0,0
2020-05-18,Grafing bei München,0,0
2020-05-19,Grafing bei München,0,0
2020-05-20,Grafing bei München,0,0
2020-05-21,Grafing bei München,0,0
2020-05-22,Grafing bei München,0,0
2020-05-23,Grafing bei München,0,0
2020-05-24,Grafing bei München,0,0
2020-05-25,Grafing bei München,0,0
2020-05-26,Grafing bei München,0,0
2020-05-27,Grafing bei München,1,7.18
2020-05-28,Grafing bei München,0,7.18
2020-05-29,Grafing bei München,0,7.18
2020-05-30,Grafing bei München,0,7.18
2020-05-31,Grafing bei München,0,7.18
2020-06-01,Grafing bei München,0,7.18
2020-06-02,Grafing bei München,0,7.18
2020-06-03,Grafing bei München,0,0
2020-06-04,Grafing bei München,0,0
2020-06-05,Grafing bei München,0,0
2020-06-06,Grafing bei München,0,0
2020-06-07,Grafing bei München,0,0
2020-06-08,Grafing bei München,0,0
2020-06-09,Grafing bei München,0,0
2020-06-10,Grafing bei München,0,0
2020-06-11,Grafing bei München,0,0
2020-06-12,Grafing bei München,0,0
2020-06-13,Grafing bei München,0,0
2020-06-14,Grafing bei München,0,0
2020-06-15,Grafing bei München,0,0
2020-06-16,Grafing bei München,0,0
2020-06-17,Grafing bei München,0,0
2020-06-18,Grafing bei München,0,0
2020-06-19,Grafing bei München,0,0
2020-06-20,Grafing bei München,0,0
2020-06-21,Grafing bei München,0,0
2020-06-22,Grafing bei München,0,0
2020-06-23,Grafing bei München,0,0
2020-06-24,Grafing bei München,0,0
2020-06-25,Grafing bei München,0,0
2020-06-26,Grafing bei München,0,0
2020-06-27,Grafing bei München,0,0
2020-06-28,Grafing bei München,0,0
2020-06-29,Grafing bei München,0,0
2020-06-30,Grafing bei München,0,0
2020-07-01,Grafing bei München,0,0
2020-07-02,Grafing bei München,0,0
2020-07-03,Grafing bei München,0,0
2020-07-04,Grafing bei München,1,7.18
2020-07-05,Grafing bei München,0,7.18
2020-07-06,Grafing bei München,0,7.18
2020-07-07,Grafing bei München,0,7.18
2020-07-08,Grafing bei München,0,7.18
2020-07-09,Grafing bei München,0,7.18
2020-07-10,Grafing bei München,0,7.18
2020-07-11,Grafing bei München,0,0
2020-07-12,Grafing bei München,0,0
2020-07-13,Grafing bei München,0,0
2020-07-14,Grafing bei München,0,0
2020-07-15,Grafing bei München,0,0
2020-07-16,Grafing bei München,0,0
2020-07-17,Grafing bei München,0,0
2020-07-18,Grafing bei München,0,0
2020-07-19,Grafing bei München,0,0
2020-07-20,Grafing bei München,0,0
2020-07-21,Grafing bei München,0,0
2020-07-22,Grafing bei München,0,0
2020-07-23,Grafing bei München,0,0
2020-07-24,Grafing bei München,0,0
2020-07-25,Grafing bei München,0,0
2020-07-26,Grafing bei München,0,0
2020-07-27,Grafing bei München,0,0
2020-07-28,Grafing bei München,0,0
2020-07-29,Grafing bei München,1,7.18
2020-07-30,Grafing bei München,0,7.18
2020-07-31,Grafing bei München,0,7.18
2020-08-01,Grafing bei München,0,7.18
2020-08-02,Grafing bei München,0,7.18
2020-08-03,Grafing bei München,0,7.18
2020-08-04,Grafing bei München,0,7.18
2020-08-05,Grafing bei München,0,0
2020-08-06,Grafing bei München,0,0
2020-08-07,Grafing bei München,0,0
2020-08-08,Grafing bei München,0,0
2020-08-09,Grafing bei München,0,0
2020-08-10,Grafing bei München,0,0
2020-08-11,Grafing bei München,0,0
2020-08-12,Grafing bei München,0,0
2020-08-13,Grafing bei München,0,0
2020-08-14,Grafing bei München,0,0
2020-08-15,Grafing bei München,1,7.18
2020-08-16,Grafing bei München,0,7.18
2020-08-17,Grafing bei München,0,7.18
2020-08-18,Grafing bei München,0,7.18
2020-08-19,Grafing bei München,1,14.35
2020-08-20,Grafing bei München,0,14.35
2020-08-21,Grafing bei München,1,21.53
2020-08-22,Grafing bei München,0,14.35
2020-08-23,Grafing bei München,1,21.53
2020-08-24,Grafing bei München,0,21.53
2020-08-25,Grafing bei München,2,35.88
2020-08-26,Grafing bei München,0,28.7
2020-08-27,Grafing bei München,0,28.7
2020-08-28,Grafing bei München,0,21.53
2020-08-29,Grafing bei München,0,21.53
2020-08-30,Grafing bei München,0,14.35
2020-08-31,Grafing bei München,2,28.7
2020-09-01,Grafing bei München,0,14.35
2020-09-02,Grafing bei München,0,14.35
2020-09-03,Grafing bei München,1,21.53
2020-09-04,Grafing bei München,0,21.53
2020-09-05,Grafing bei München,1,28.7
2020-09-06,Grafing bei München,0,28.7
2020-09-07,Grafing bei München,0,14.35
2020-09-08,Grafing bei München,0,14.35
2020-09-09,Grafing bei München,1,21.53
2020-09-10,Grafing bei München,0,14.35
2020-09-11,Grafing bei München,1,21.53
2020-09-12,Grafing bei München,0,14.35
2020-09-13,Grafing bei München,0,14.35
2020-09-14,Grafing bei München,0,14.35
2020-09-15,Grafing bei München,0,14.35
2020-09-16,Grafing bei München,0,7.18
2020-09-17,Grafing bei München,0,7.18
2020-09-18,Grafing bei München,0,0
2020-09-19,Grafing bei München,0,0
2020-09-20,Grafing bei München,0,0
2020-09-21,Grafing bei München,0,0
2020-09-22,Grafing bei München,0,0
2020-09-23,Grafing bei München,1,7.18
2020-09-24,Grafing bei München,0,7.18
2020-09-25,Grafing bei München,0,7.18
2020-09-26,Grafing bei München,0,7.18
2020-09-27,Grafing bei München,0,7.18
2020-09-28,Grafing bei München,0,7.18
2020-09-29,Grafing bei München,0,7.18
2020-09-30,Grafing bei München,1,7.18
2020-10-01,Grafing bei München,1,14.35
2020-10-02,Grafing bei München,1,21.53
2020-10-03,Grafing bei München,0,21.53
2020-10-04,Grafing bei München,0,21.53
2020-10-05,Grafing bei München,0,21.53
2020-10-06,Grafing bei München,1,28.7
2020-10-07,Grafing bei München,0,21.53
2020-10-08,Grafing bei München,0,14.35
2020-10-09,Grafing bei München,0,7.18
