datum,altersgruppe,neuPositiv,inzidenz7tage
2020-12-13,80+,1,332.08
2020-12-14,00-04,1,68.49
2020-12-14,05-14,0,158.18
2020-12-14,15-34,3,241.81
2020-12-14,35-59,14,230.66
2020-12-14,60-79,0,151.17
2020-12-14,80+,1,343.15
2020-12-15,00-04,1,68.49
2020-12-15,05-14,11,184.54
2020-12-15,15-34,21,270.44
2020-12-15,35-59,31,261.3
2020-12-15,60-79,12,191.73
2020-12-15,80+,10,431.7
2020-12-16,00-04,2,102.74
2020-12-16,05-14,4,177.95
2020-12-16,15-34,26,299.08
2020-12-16,35-59,24,252.29
2020-12-16,60-79,22,243.34
2020-12-16,80+,4,464.91
2020-12-17,00-04,0,102.74
2020-12-17,05-14,3,158.18
2020-12-17,15-34,20,305.44
2020-12-17,35-59,25,245.08
2020-12-17,60-79,1,180.67
2020-12-17,80+,0,276.73
2020-12-18,00-04,3,154.11
2020-12-18,05-14,5,177.95
2020-12-18,15-34,15,311.8
2020-12-18,35-59,25,254.09
2020-12-18,60-79,4,169.6
2020-12-18,80+,2,243.52
2020-12-19,00-04,1,154.11
2020-12-19,05-14,0,158.18
2020-12-19,15-34,3,286.35
2020-12-19,35-59,4,237.87
2020-12-19,60-79,2,158.54
2020-12-19,80+,15,365.29
2020-12-20,00-04,0,136.99
2020-12-20,05-14,0,151.59
2020-12-20,15-34,4,292.71
2020-12-20,35-59,8,236.07
2020-12-20,60-79,2,158.54
2020-12-20,80+,0,354.22
2020-12-21,00-04,0,119.86
2020-12-21,05-14,3,171.36
2020-12-21,15-34,8,308.62
2020-12-21,35-59,13,234.27
2020-12-21,60-79,3,169.6
2020-12-21,80+,5,398.49
2020-12-22,00-04,0,102.74
2020-12-22,05-14,1,105.45
2020-12-22,15-34,8,267.26
2020-12-22,35-59,13,201.83
2020-12-22,60-79,5,143.79
2020-12-22,80+,1,298.87
2020-12-23,00-04,1,85.62
2020-12-23,05-14,2,92.27
2020-12-23,15-34,9,213.17
2020-12-23,35-59,24,201.83
2020-12-23,60-79,5,81.11
2020-12-23,80+,2,276.73
2020-12-24,00-04,0,85.62
2020-12-24,05-14,0,72.5
2020-12-24,15-34,0,149.54
2020-12-24,35-59,0,156.78
2020-12-24,60-79,0,77.43
2020-12-24,80+,0,276.73
2020-12-25,00-04,1,51.37
2020-12-25,05-14,4,65.91
2020-12-25,15-34,22,171.81
2020-12-25,35-59,27,160.38
2020-12-25,60-79,7,88.49
2020-12-25,80+,3,287.8
2020-12-26,00-04,0,34.25
2020-12-26,05-14,0,65.91
2020-12-26,15-34,2,168.63
2020-12-26,35-59,2,156.78
2020-12-26,60-79,5,99.55
2020-12-26,80+,1,132.83
2020-12-27,00-04,1,51.37
2020-12-27,05-14,0,65.91
2020-12-27,15-34,2,162.27
2020-12-27,35-59,2,145.97
2020-12-27,60-79,1,95.86
2020-12-27,80+,0,132.83
2020-12-28,00-04,0,51.37
2020-12-28,05-14,0,46.13
2020-12-28,15-34,3,146.36
2020-12-28,35-59,7,135.15
2020-12-28,60-79,2,92.18
2020-12-28,80+,0,77.49
2020-12-29,00-04,0,51.37
2020-12-29,05-14,0,39.54
2020-12-29,15-34,17,174.99
2020-12-29,35-59,10,129.75
2020-12-29,60-79,3,84.8
2020-12-29,80+,4,110.69
2020-12-30,00-04,2,68.49
2020-12-30,05-14,5,59.32
2020-12-30,15-34,32,248.17
2020-12-30,35-59,48,173.0
2020-12-30,60-79,17,129.05
2020-12-30,80+,38,509.19
2020-12-31,00-04,0,68.49
2020-12-31,05-14,6,98.86
2020-12-31,15-34,13,289.53
2020-12-31,35-59,21,210.84
2020-12-31,60-79,6,151.17
2020-12-31,80+,5,564.53
2021-01-01,00-04,0,51.37
2021-01-01,05-14,0,72.5
2021-01-01,15-34,0,219.54
2021-01-01,35-59,0,162.19
2021-01-01,60-79,0,125.36
2021-01-01,80+,0,531.33
2021-01-02,00-04,0,51.37
2021-01-02,05-14,1,79.09
2021-01-02,15-34,3,222.72
2021-01-02,35-59,2,162.19
2021-01-02,60-79,1,110.61
2021-01-02,80+,1,531.33
2021-01-03,00-04,0,34.25
2021-01-03,05-14,0,79.09
2021-01-03,15-34,9,244.99
2021-01-03,35-59,7,171.2
2021-01-03,60-79,1,110.61
2021-01-03,80+,0,531.33
2021-01-04,00-04,0,34.25
2021-01-04,05-14,0,79.09
2021-01-04,15-34,4,248.17
2021-01-04,35-59,8,173.0
2021-01-04,60-79,1,106.92
2021-01-04,80+,1,542.4
2021-01-05,00-04,1,51.37
2021-01-05,05-14,6,118.63
2021-01-05,15-34,14,238.63
2021-01-05,35-59,16,183.81
2021-01-05,60-79,9,129.05
2021-01-05,80+,2,520.26
2021-01-06,00-04,0,17.12
2021-01-06,05-14,1,92.27
2021-01-06,15-34,15,184.54
2021-01-06,35-59,12,118.94
2021-01-06,60-79,3,77.43
2021-01-06,80+,1,110.69
2021-01-07,00-04,1,34.25
2021-01-07,05-14,8,105.45
2021-01-07,15-34,13,184.54
2021-01-07,35-59,18,113.53
2021-01-07,60-79,3,66.37
2021-01-07,80+,10,166.04
2021-01-08,00-04,0,34.25
2021-01-08,05-14,2,118.63
2021-01-08,15-34,12,222.72
2021-01-08,35-59,18,145.97
2021-01-08,60-79,5,84.8
2021-01-08,80+,12,298.87
2021-01-09,00-04,1,51.37
2021-01-09,05-14,1,118.63
2021-01-09,15-34,11,248.17
2021-01-09,35-59,21,180.21
2021-01-09,60-79,10,117.99
2021-01-09,80+,25,564.53
2021-01-10,00-04,0,51.37
2021-01-10,05-14,1,125.22
2021-01-10,15-34,3,229.08
2021-01-10,35-59,8,182.01
2021-01-10,60-79,4,129.05
2021-01-10,80+,1,575.6
2021-01-11,00-04,0,51.37
2021-01-11,05-14,0,125.22
2021-01-11,15-34,5,232.26
2021-01-11,35-59,6,178.4
2021-01-11,60-79,2,132.73
2021-01-11,80+,2,586.67
2021-01-12,00-04,0,34.25
2021-01-12,05-14,7,131.81
2021-01-12,15-34,20,251.35
2021-01-12,35-59,22,189.22
2021-01-12,60-79,7,125.36
2021-01-12,80+,4,608.81
2021-01-13,00-04,1,51.37
2021-01-13,05-14,2,138.4
2021-01-13,15-34,16,254.53
2021-01-13,35-59,21,205.44
2021-01-13,60-79,3,125.36
2021-01-13,80+,4,642.02
2021-01-14,00-04,4,102.74
2021-01-14,05-14,3,105.45
2021-01-14,15-34,9,241.81
2021-01-14,35-59,15,200.03
2021-01-14,60-79,12,158.54
2021-01-14,80+,7,608.81
2021-01-15,00-04,3,154.11
2021-01-15,05-14,1,98.86
2021-01-15,15-34,11,238.63
2021-01-15,35-59,17,198.23
2021-01-15,60-79,8,169.6
2021-01-15,80+,17,664.16
2021-01-16,00-04,0,136.99
2021-01-16,05-14,5,125.22
2021-01-16,15-34,14,248.17
2021-01-16,35-59,18,192.82
2021-01-16,60-79,2,140.11
2021-01-16,80+,1,398.49
2021-01-17,00-04,1,154.11
2021-01-17,05-14,0,118.63
2021-01-17,15-34,4,251.35
2021-01-17,35-59,1,180.21
2021-01-17,60-79,0,125.36
2021-01-17,80+,0,387.43
2021-01-18,00-04,0,154.11
2021-01-18,05-14,0,118.63
2021-01-18,15-34,3,244.99
2021-01-18,35-59,2,173.0
2021-01-18,60-79,1,121.67
2021-01-18,80+,0,365.29
2021-01-19,00-04,1,171.23
2021-01-19,05-14,1,79.09
2021-01-19,15-34,10,213.17
2021-01-19,35-59,16,162.19
2021-01-19,60-79,6,117.99
2021-01-19,80+,14,475.98
2021-01-20,00-04,2,188.36
2021-01-20,05-14,2,79.09
2021-01-20,15-34,2,168.63
2021-01-20,35-59,11,144.16
2021-01-20,60-79,6,129.05
2021-01-20,80+,7,509.19
2021-01-21,00-04,1,136.99
2021-01-21,05-14,1,65.91
2021-01-21,15-34,5,155.9
2021-01-21,35-59,6,127.95
2021-01-21,60-79,2,92.18
2021-01-21,80+,4,475.98
2021-01-22,00-04,0,85.62
2021-01-22,05-14,4,85.68
2021-01-22,15-34,12,159.08
2021-01-22,35-59,14,122.54
2021-01-22,60-79,3,73.74
2021-01-22,80+,4,332.08
2021-01-23,00-04,0,85.62
2021-01-23,05-14,1,59.32
2021-01-23,15-34,7,136.81
2021-01-23,35-59,7,102.72
2021-01-23,60-79,2,73.74
2021-01-23,80+,3,354.22
2021-01-24,00-04,1,85.62
2021-01-24,05-14,0,59.32
2021-01-24,15-34,0,124.09
2021-01-24,35-59,3,106.32
2021-01-24,60-79,2,81.11
2021-01-24,80+,1,365.29
2021-01-25,00-04,0,85.62
2021-01-25,05-14,0,59.32
2021-01-25,15-34,2,120.9
2021-01-25,35-59,2,106.32
2021-01-25,60-79,2,84.8
2021-01-25,80+,0,365.29
2021-01-26,00-04,0,68.49
2021-01-26,05-14,0,52.73
2021-01-26,15-34,6,108.18
2021-01-26,35-59,9,93.71
2021-01-26,60-79,6,84.8
2021-01-26,80+,3,243.52
2021-01-27,00-04,0,34.25
2021-01-27,05-14,2,52.73
2021-01-27,15-34,6,120.9
2021-01-27,35-59,13,97.31
2021-01-27,60-79,4,77.43
2021-01-27,80+,0,166.04
2021-01-28,00-04,2,51.37
2021-01-28,05-14,2,59.32
2021-01-28,15-34,4,117.72
2021-01-28,35-59,3,91.91
2021-01-28,60-79,3,81.11
2021-01-28,80+,0,121.76
2021-01-29,00-04,0,51.37
2021-01-29,05-14,1,39.54
2021-01-29,15-34,4,92.27
2021-01-29,35-59,6,77.49
2021-01-29,60-79,5,88.49
2021-01-29,80+,4,121.76
2021-01-30,00-04,2,85.62
2021-01-30,05-14,3,52.73
2021-01-30,15-34,8,95.45
2021-01-30,35-59,7,77.49
2021-01-30,60-79,5,99.55
2021-01-30,80+,1,99.62
2021-01-31,00-04,0,68.49
2021-01-31,05-14,0,52.73
2021-01-31,15-34,1,98.63
2021-01-31,35-59,2,75.69
2021-01-31,60-79,0,92.18
2021-01-31,80+,0,88.55
2021-02-01,00-04,0,68.49
2021-02-01,05-14,0,52.73
2021-02-01,15-34,1,95.45
2021-02-01,35-59,1,73.88
2021-02-01,60-79,0,84.8
2021-02-01,80+,0,88.55
2021-02-02,00-04,0,68.49
2021-02-02,05-14,1,59.32
2021-02-02,15-34,4,89.09
2021-02-02,35-59,7,70.28
2021-02-02,60-79,4,77.43
2021-02-02,80+,5,110.69
2021-02-03,00-04,1,85.62
2021-02-03,05-14,1,52.73
2021-02-03,15-34,5,85.91
2021-02-03,35-59,4,54.06
2021-02-03,60-79,2,70.05
2021-02-03,80+,2,132.83
2021-02-04,00-04,0,51.37
2021-02-04,05-14,0,39.54
2021-02-04,15-34,2,79.54
2021-02-04,35-59,2,52.26
2021-02-04,60-79,1,62.68
2021-02-04,80+,0,132.83
2021-02-05,00-04,0,51.37
2021-02-05,05-14,1,39.54
2021-02-05,15-34,4,79.54
2021-02-05,35-59,5,50.46
2021-02-05,60-79,1,47.93
2021-02-05,80+,4,132.83
2021-02-06,00-04,0,17.12
2021-02-06,05-14,2,32.95
2021-02-06,15-34,4,66.82
2021-02-06,35-59,2,41.45
2021-02-06,60-79,2,36.87
2021-02-06,80+,1,132.83
2021-02-07,00-04,1,34.25
2021-02-07,05-14,1,39.54
2021-02-07,15-34,1,66.82
2021-02-07,35-59,1,39.65
2021-02-07,60-79,1,40.56
2021-02-07,80+,0,132.83
2021-02-08,00-04,0,34.25
2021-02-08,05-14,1,46.13
2021-02-08,15-34,0,63.63
2021-02-08,35-59,0,37.84
2021-02-08,60-79,0,40.56
2021-02-08,80+,0,132.83
2021-02-09,00-04,0,34.25
2021-02-09,05-14,0,39.54
2021-02-09,15-34,6,70.0
2021-02-09,35-59,4,32.44
2021-02-09,60-79,2,33.18
2021-02-09,80+,2,99.62
2021-02-10,00-04,0,17.12
2021-02-10,05-14,0,32.95
2021-02-10,15-34,6,73.18
2021-02-10,35-59,5,34.24
2021-02-10,60-79,2,33.18
2021-02-10,80+,3,110.69
2021-02-11,00-04,0,17.12
2021-02-11,05-14,0,32.95
2021-02-11,15-34,1,70.0
2021-02-11,35-59,3,36.04
2021-02-11,60-79,1,33.18
2021-02-11,80+,0,110.69
2021-02-12,00-04,0,17.12
2021-02-12,05-14,0,26.36
2021-02-12,15-34,2,63.63
2021-02-12,35-59,2,30.64
2021-02-12,60-79,3,40.56
2021-02-12,80+,1,77.49
2021-02-13,00-04,0,17.12
2021-02-13,05-14,0,13.18
2021-02-13,15-34,1,54.09
2021-02-13,35-59,1,28.83
2021-02-13,60-79,0,33.18
2021-02-13,80+,0,66.42
2021-02-14,00-04,0,0
2021-02-14,05-14,0,6.59
2021-02-14,15-34,1,54.09
2021-02-14,35-59,1,28.83
2021-02-14,60-79,1,33.18
2021-02-14,80+,2,88.55
2021-02-15,00-04,0,0
2021-02-15,05-14,1,6.59
2021-02-15,15-34,0,54.09
2021-02-15,35-59,2,32.44
2021-02-15,60-79,1,36.87
2021-02-15,80+,0,88.55
2021-02-16,00-04,3,51.37
2021-02-16,05-14,0,6.59
2021-02-16,15-34,2,41.36
2021-02-16,35-59,6,36.04
2021-02-16,60-79,2,36.87
2021-02-16,80+,0,66.42
2021-02-17,00-04,0,51.37
2021-02-17,05-14,1,13.18
2021-02-17,15-34,2,28.64
2021-02-17,35-59,4,34.24
2021-02-17,60-79,2,36.87
2021-02-17,80+,2,55.35
2021-02-18,00-04,1,68.49
2021-02-18,05-14,1,19.77
2021-02-18,15-34,1,28.64
2021-02-18,35-59,3,34.24
2021-02-18,60-79,4,47.93
2021-02-18,80+,1,66.42
2021-02-19,00-04,0,68.49
2021-02-19,05-14,0,19.77
2021-02-19,15-34,2,28.64
2021-02-19,35-59,1,32.44
2021-02-19,60-79,0,36.87
2021-02-19,80+,0,55.35
2021-02-20,00-04,0,68.49
2021-02-20,05-14,0,19.77
2021-02-20,15-34,3,35.0
2021-02-20,35-59,5,39.65
2021-02-20,60-79,2,44.24
2021-02-20,80+,1,66.42
2021-02-21,00-04,0,68.49
2021-02-21,05-14,0,19.77
2021-02-21,15-34,2,38.18
2021-02-21,35-59,1,39.65
2021-02-21,60-79,0,40.56
2021-02-21,80+,1,55.35
2021-02-22,00-04,0,68.49
2021-02-22,05-14,0,13.18
2021-02-22,15-34,1,41.36
2021-02-22,35-59,1,37.84
2021-02-22,60-79,1,40.56
2021-02-22,80+,0,55.35
2021-02-23,00-04,2,51.37
2021-02-23,05-14,1,19.77
2021-02-23,15-34,5,50.91
2021-02-23,35-59,5,36.04
2021-02-23,60-79,3,44.24
2021-02-23,80+,2,77.49
2021-02-24,00-04,2,85.62
2021-02-24,05-14,1,19.77
2021-02-24,15-34,2,50.91
2021-02-24,35-59,9,45.05
2021-02-24,60-79,3,47.93
2021-02-24,80+,6,121.76
2021-02-25,00-04,0,68.49
2021-02-25,05-14,0,13.18
2021-02-25,15-34,4,60.45
2021-02-25,35-59,2,43.25
2021-02-25,60-79,1,36.87
2021-02-25,80+,1,121.76
2021-02-26,00-04,1,85.62
2021-02-26,05-14,1,19.77
2021-02-26,15-34,4,66.82
2021-02-26,35-59,3,46.85
2021-02-26,60-79,4,51.62
2021-02-26,80+,0,121.76
2021-02-27,00-04,0,85.62
2021-02-27,05-14,0,19.77
2021-02-27,15-34,0,57.27
2021-02-27,35-59,3,43.25
2021-02-27,60-79,0,44.24
2021-02-27,80+,0,110.69
2021-02-28,00-04,0,85.62
2021-02-28,05-14,0,19.77
2021-02-28,15-34,0,50.91
2021-02-28,35-59,1,43.25
2021-02-28,60-79,1,47.93
2021-02-28,80+,0,99.62
2021-03-01,00-04,0,85.62
2021-03-01,05-14,0,19.77
2021-03-01,15-34,2,54.09
2021-03-01,35-59,2,45.05
2021-03-01,60-79,0,44.24
2021-03-01,80+,0,99.62
2021-03-02,00-04,1,68.49
2021-03-02,05-14,0,13.18
2021-03-02,15-34,3,47.73
2021-03-02,35-59,5,45.05
2021-03-02,60-79,2,40.56
2021-03-02,80+,0,77.49
2021-03-03,00-04,0,34.25
2021-03-03,05-14,1,13.18
2021-03-03,15-34,4,54.09
2021-03-03,35-59,4,36.04
2021-03-03,60-79,2,36.87
2021-03-03,80+,1,22.14
2021-03-04,00-04,1,51.37
2021-03-04,05-14,1,19.77
2021-03-04,15-34,4,54.09
2021-03-04,35-59,6,43.25
2021-03-04,60-79,2,40.56
2021-03-04,80+,0,11.07
2021-03-05,00-04,0,34.25
2021-03-05,05-14,0,13.18
2021-03-05,15-34,1,44.54
2021-03-05,35-59,4,45.05
2021-03-05,60-79,2,33.18
2021-03-05,80+,0,11.07
2021-03-06,00-04,0,34.25
2021-03-06,05-14,1,19.77
2021-03-06,15-34,1,47.73
2021-03-06,35-59,4,46.85
2021-03-06,60-79,0,33.18
2021-03-06,80+,0,11.07
2021-03-07,00-04,0,34.25
2021-03-07,05-14,0,19.77
2021-03-07,15-34,1,50.91
2021-03-07,35-59,0,45.05
2021-03-07,60-79,1,33.18
2021-03-07,80+,0,11.07
2021-03-08,00-04,0,34.25
2021-03-08,05-14,0,19.77
2021-03-08,15-34,7,66.82
2021-03-08,35-59,3,46.85
2021-03-08,60-79,0,33.18
2021-03-08,80+,0,11.07
2021-03-09,00-04,0,17.12
2021-03-09,05-14,2,32.95
2021-03-09,15-34,4,70.0
2021-03-09,35-59,8,52.26
2021-03-09,60-79,1,29.5
2021-03-09,80+,0,11.07
2021-03-10,00-04,7,136.99
2021-03-10,05-14,3,46.13
2021-03-10,15-34,4,70.0
2021-03-10,35-59,8,59.47
2021-03-10,60-79,1,25.81
2021-03-10,80+,0,0
2021-03-11,00-04,2,154.11
2021-03-11,05-14,5,72.5
2021-03-11,15-34,2,63.63
2021-03-11,35-59,3,54.06
2021-03-11,60-79,0,18.44
2021-03-11,80+,0,0
2021-03-12,00-04,4,222.6
2021-03-12,05-14,2,85.68
2021-03-12,15-34,4,73.18
2021-03-12,35-59,11,66.68
2021-03-12,60-79,1,14.75
2021-03-12,80+,0,0
2021-03-13,00-04,0,222.6
2021-03-13,05-14,0,79.09
2021-03-13,15-34,4,82.72
2021-03-13,35-59,5,68.48
2021-03-13,60-79,1,18.44
2021-03-13,80+,1,11.07
2021-03-14,00-04,0,222.6
2021-03-14,05-14,4,105.45
2021-03-14,15-34,2,85.91
2021-03-14,35-59,4,75.69
2021-03-14,60-79,2,22.12
2021-03-14,80+,0,11.07
2021-03-15,00-04,1,239.73
2021-03-15,05-14,1,112.04
2021-03-15,15-34,1,66.82
2021-03-15,35-59,8,84.7
2021-03-15,60-79,1,25.81
2021-03-15,80+,0,11.07
2021-03-16,00-04,1,256.85
2021-03-16,05-14,0,98.86
2021-03-16,15-34,3,63.63
2021-03-16,35-59,6,81.09
2021-03-16,60-79,4,36.87
2021-03-16,80+,0,11.07
2021-03-17,00-04,3,188.36
2021-03-17,05-14,6,118.63
2021-03-17,15-34,15,98.63
2021-03-17,35-59,16,95.51
2021-03-17,60-79,3,44.24
2021-03-17,80+,0,11.07
2021-03-18,00-04,0,154.11
2021-03-18,05-14,1,92.27
2021-03-18,15-34,1,95.45
2021-03-18,35-59,5,99.11
2021-03-18,60-79,3,55.31
2021-03-18,80+,0,11.07
2021-03-19,00-04,0,85.62
2021-03-19,05-14,2,92.27
2021-03-19,15-34,4,95.45
2021-03-19,35-59,7,91.91
2021-03-19,60-79,4,66.37
2021-03-19,80+,0,11.07
2021-03-20,00-04,1,102.74
2021-03-20,05-14,2,105.45
2021-03-20,15-34,3,92.27
2021-03-20,35-59,4,90.1
2021-03-20,60-79,1,66.37
2021-03-20,80+,0,0
2021-03-21,00-04,0,102.74
2021-03-21,05-14,1,85.68
2021-03-21,15-34,1,89.09
2021-03-21,35-59,6,93.71
2021-03-21,60-79,2,66.37
2021-03-21,80+,0,0
2021-03-22,00-04,0,85.62
2021-03-22,05-14,0,79.09
2021-03-22,15-34,1,89.09
2021-03-22,35-59,2,82.89
2021-03-22,60-79,0,62.68
2021-03-22,80+,0,0
2021-03-23,00-04,0,68.49
2021-03-23,05-14,4,105.45
2021-03-23,15-34,7,101.81
2021-03-23,35-59,16,100.92
2021-03-23,60-79,2,55.31
2021-03-23,80+,0,0
2021-03-24,00-04,7,136.99
2021-03-24,05-14,2,79.09
2021-03-24,15-34,10,85.91
2021-03-24,35-59,11,91.91
2021-03-24,60-79,6,66.37
2021-03-24,80+,0,0
2021-03-25,00-04,0,136.99
2021-03-25,05-14,0,72.5
2021-03-25,15-34,3,92.27
2021-03-25,35-59,9,99.11
2021-03-25,60-79,1,58.99
2021-03-25,80+,0,0
2021-03-26,00-04,2,171.23
2021-03-26,05-14,0,59.32
2021-03-26,15-34,3,89.09
2021-03-26,35-59,6,97.31
2021-03-26,60-79,7,70.05
2021-03-26,80+,0,0
2021-03-27,00-04,1,171.23
2021-03-27,05-14,6,85.68
2021-03-27,15-34,5,95.45
2021-03-27,35-59,5,99.11
2021-03-27,60-79,0,66.37
2021-03-27,80+,0,0
2021-03-28,00-04,0,171.23
2021-03-28,05-14,0,79.09
2021-03-28,15-34,0,92.27
2021-03-28,35-59,2,91.91
2021-03-28,60-79,0,58.99
2021-03-28,80+,0,0
2021-03-29,00-04,1,188.36
2021-03-29,05-14,2,92.27
2021-03-29,15-34,1,92.27
2021-03-29,35-59,6,99.11
2021-03-29,60-79,1,62.68
2021-03-29,80+,0,0
2021-03-30,00-04,1,205.48
2021-03-30,05-14,5,98.86
2021-03-30,15-34,9,98.63
2021-03-30,35-59,13,93.71
2021-03-30,60-79,2,62.68
2021-03-30,80+,0,0
2021-03-31,00-04,1,102.74
2021-03-31,05-14,0,85.68
2021-03-31,15-34,7,89.09
2021-03-31,35-59,5,82.89
2021-03-31,60-79,2,47.93
2021-03-31,80+,0,0
2021-04-01,00-04,0,102.74
2021-04-01,05-14,4,112.04
2021-04-01,15-34,7,101.81
2021-04-01,35-59,9,82.89
2021-04-01,60-79,2,51.62
2021-04-01,80+,0,0
2021-04-02,00-04,0,68.49
2021-04-02,05-14,1,118.63
2021-04-02,15-34,10,124.09
2021-04-02,35-59,9,88.3
2021-04-02,60-79,1,29.5
2021-04-02,80+,0,0
2021-04-03,00-04,0,51.37
2021-04-03,05-14,0,79.09
2021-04-03,15-34,1,111.36
2021-04-03,35-59,3,84.7
2021-04-03,60-79,2,36.87
2021-04-03,80+,0,0
2021-04-04,00-04,0,51.37
2021-04-04,05-14,2,92.27
2021-04-04,15-34,8,136.81
2021-04-04,35-59,4,88.3
2021-04-04,60-79,3,47.93
2021-04-04,80+,0,0
2021-04-05,00-04,0,34.25
2021-04-05,05-14,0,79.09
2021-04-05,15-34,1,136.81
2021-04-05,35-59,1,79.29
2021-04-05,60-79,1,47.93
2021-04-05,80+,0,0
2021-04-06,00-04,0,17.12
2021-04-06,05-14,2,59.32
2021-04-06,15-34,7,130.45
2021-04-06,35-59,8,70.28
2021-04-06,60-79,2,47.93
2021-04-06,80+,3,33.21
2021-04-07,00-04,2,34.25
2021-04-07,05-14,2,72.5
2021-04-07,15-34,8,133.63
2021-04-07,35-59,9,77.49
2021-04-07,60-79,0,40.56
2021-04-07,80+,3,66.42
2021-04-08,00-04,0,34.25
2021-04-08,05-14,1,52.73
2021-04-08,15-34,8,136.81
2021-04-08,35-59,9,77.49
2021-04-08,60-79,2,40.56
2021-04-08,80+,0,66.42
2021-04-09,00-04,1,51.37
2021-04-09,05-14,5,79.09
2021-04-09,15-34,6,124.09
2021-04-09,35-59,12,82.89
2021-04-09,60-79,4,51.62
2021-04-09,80+,0,66.42
2021-04-10,00-04,1,68.49
2021-04-10,05-14,0,79.09
2021-04-10,15-34,9,149.54
2021-04-10,35-59,3,82.89
2021-04-10,60-79,0,44.24
2021-04-10,80+,0,66.42
2021-04-11,00-04,0,68.49
2021-04-11,05-14,0,65.91
2021-04-11,15-34,8,149.54
2021-04-11,35-59,4,82.89
2021-04-11,60-79,0,33.18
2021-04-11,80+,0,66.42
2021-04-12,00-04,0,68.49
2021-04-12,05-14,0,65.91
2021-04-12,15-34,7,168.63
2021-04-12,35-59,5,90.1
2021-04-12,60-79,0,29.5
2021-04-12,80+,0,66.42
2021-04-13,00-04,1,85.62
2021-04-13,05-14,7,98.86
2021-04-13,15-34,6,165.45
2021-04-13,35-59,14,100.92
2021-04-13,60-79,6,44.24
2021-04-13,80+,0,33.21
2021-04-14,00-04,3,102.74
2021-04-14,05-14,7,131.81
2021-04-14,15-34,19,200.45
2021-04-14,35-59,19,118.94
2021-04-14,60-79,0,44.24
2021-04-14,80+,0,0
2021-04-15,00-04,0,102.74
2021-04-15,05-14,1,131.81
2021-04-15,15-34,8,200.45
2021-04-15,35-59,10,120.74
2021-04-15,60-79,4,51.62
2021-04-15,80+,0,0
2021-04-16,00-04,2,119.86
2021-04-16,05-14,0,98.86
2021-04-16,15-34,7,203.63
2021-04-16,35-59,8,113.53
2021-04-16,60-79,0,36.87
2021-04-16,80+,0,0
2021-04-17,00-04,1,119.86
2021-04-17,05-14,2,112.04
2021-04-17,15-34,10,206.81
2021-04-17,35-59,6,118.94
2021-04-17,60-79,1,40.56
2021-04-17,80+,1,11.07
2021-04-18,00-04,1,136.99
2021-04-18,05-14,1,118.63
2021-04-18,15-34,6,200.45
2021-04-18,35-59,3,117.13
2021-04-18,60-79,1,44.24
2021-04-18,80+,0,11.07
2021-04-19,00-04,1,154.11
2021-04-19,05-14,0,118.63
2021-04-19,15-34,3,187.72
2021-04-19,35-59,3,113.53
2021-04-19,60-79,0,44.24
2021-04-19,80+,0,11.07
2021-04-20,00-04,1,154.11
2021-04-20,05-14,4,98.86
2021-04-20,15-34,9,197.26
2021-04-20,35-59,13,111.73
2021-04-20,60-79,4,36.87
2021-04-20,80+,1,22.14
2021-04-21,00-04,2,136.99
2021-04-21,05-14,3,72.5
2021-04-21,15-34,8,162.27
2021-04-21,35-59,14,102.72
2021-04-21,60-79,3,47.93
2021-04-21,80+,0,22.14
2021-04-22,00-04,0,136.99
2021-04-22,05-14,2,79.09
2021-04-22,15-34,9,165.45
2021-04-22,35-59,11,104.52
2021-04-22,60-79,6,55.31
2021-04-22,80+,1,33.21
2021-04-23,00-04,2,136.99
2021-04-23,05-14,4,105.45
2021-04-23,15-34,12,181.36
2021-04-23,35-59,10,108.12
2021-04-23,60-79,5,73.74
2021-04-23,80+,0,33.21
2021-04-24,00-04,1,136.99
2021-04-24,05-14,2,105.45
2021-04-24,15-34,13,190.9
2021-04-24,35-59,14,122.54
2021-04-24,60-79,5,88.49
2021-04-24,80+,1,33.21
2021-04-25,00-04,0,119.86
2021-04-25,05-14,3,118.63
2021-04-25,15-34,7,194.08
2021-04-25,35-59,12,138.76
2021-04-25,60-79,0,84.8
2021-04-25,80+,0,33.21
2021-04-26,00-04,0,102.74
2021-04-26,05-14,2,131.81
2021-04-26,15-34,3,194.08
2021-04-26,35-59,5,142.36
2021-04-26,60-79,0,84.8
2021-04-26,80+,0,33.21
2021-04-27,00-04,2,119.86
2021-04-27,05-14,17,217.49
2021-04-27,15-34,14,209.99
2021-04-27,35-59,20,154.98
2021-04-27,60-79,5,88.49
2021-04-27,80+,0,22.14
2021-04-28,00-04,2,119.86
2021-04-28,05-14,8,250.44
2021-04-28,15-34,13,225.9
2021-04-28,35-59,13,153.18
2021-04-28,60-79,1,81.11
2021-04-28,80+,0,22.14
2021-04-29,00-04,4,188.36
2021-04-29,05-14,3,257.04
2021-04-29,15-34,10,229.08
2021-04-29,35-59,10,151.37
2021-04-29,60-79,1,62.68
2021-04-29,80+,0,11.07
2021-04-30,00-04,1,171.23
2021-04-30,05-14,4,257.04
2021-04-30,15-34,3,200.45
2021-04-30,35-59,10,151.37
2021-04-30,60-79,1,47.93
2021-04-30,80+,0,11.07
2021-05-01,00-04,1,171.23
2021-05-01,05-14,1,250.44
2021-05-01,15-34,6,178.17
2021-05-01,35-59,12,147.77
