datum,altersgruppe,neuPositiv,inzidenz7tage
2022-06-20,00-04,5,256.85
2022-06-20,05-14,26,316.35
2022-06-20,15-34,62,559.97
2022-06-20,35-59,131,538.82
2022-06-20,60-79,42,379.77
2022-06-20,80+,8,188.18
2022-06-21,00-04,2,273.97
2022-06-21,05-14,19,402.03
2022-06-21,15-34,37,566.34
2022-06-21,35-59,77,591.08
2022-06-21,60-79,27,427.7
2022-06-21,80+,2,177.11
2022-06-22,00-04,2,273.97
2022-06-22,05-14,10,408.62
2022-06-22,15-34,60,636.33
2022-06-22,35-59,83,623.51
2022-06-22,60-79,32,457.19
2022-06-22,80+,0,143.9
2022-06-23,00-04,2,308.22
2022-06-23,05-14,9,467.94
2022-06-23,15-34,53,804.96
2022-06-23,35-59,79,765.88
2022-06-23,60-79,26,553.06
2022-06-23,80+,4,188.18
2022-06-24,00-04,1,205.48
2022-06-24,05-14,13,507.48
2022-06-24,15-34,30,769.97
2022-06-24,35-59,49,755.06
2022-06-24,60-79,16,527.25
2022-06-24,80+,4,199.25
2022-06-25,00-04,0,205.48
2022-06-25,05-14,0,507.48
2022-06-25,15-34,0,769.97
2022-06-25,35-59,0,755.06
2022-06-25,60-79,0,527.25
2022-06-25,80+,0,199.25
2022-06-26,00-04,0,205.48
2022-06-26,05-14,0,507.48
2022-06-26,15-34,0,769.97
2022-06-26,35-59,0,755.06
2022-06-26,60-79,0,527.25
2022-06-26,80+,0,199.25
2022-06-27,00-04,3,171.23
2022-06-27,05-14,21,474.53
2022-06-27,15-34,87,849.51
2022-06-27,35-59,104,706.41
2022-06-27,60-79,38,512.5
2022-06-27,80+,8,199.25
2022-06-28,00-04,2,171.23
2022-06-28,05-14,27,527.25
2022-06-28,15-34,66,941.78
2022-06-28,35-59,114,773.08
2022-06-28,60-79,44,575.18
2022-06-28,80+,8,265.66
2022-06-29,00-04,4,205.48
2022-06-29,05-14,19,586.57
2022-06-29,15-34,76,992.68
2022-06-29,35-59,108,818.14
2022-06-29,60-79,33,578.87
2022-06-29,80+,13,409.56
2022-06-30,00-04,0,171.23
2022-06-30,05-14,25,692.02
2022-06-30,15-34,47,973.59
2022-06-30,35-59,92,841.56
2022-06-30,60-79,20,556.74
2022-06-30,80+,5,420.63
2022-07-01,00-04,0,154.11
2022-07-01,05-14,0,606.34
2022-07-01,15-34,0,878.14
2022-07-01,35-59,0,753.26
2022-07-01,60-79,0,497.75
2022-07-01,80+,0,376.36
