datum,einrichtung,altersgruppe,erstimpfungen,zweitimpfungen,drittimpfungen,viertimpfungen
2022-01-07,Impfzentrum,30-39,7883,7770,6566,0
2022-01-07,Impfzentrum,40-49,7984,7748,7898,0
2022-01-07,Impfzentrum,50-59,9799,9447,9738,0
2022-01-07,Impfzentrum,60-69,5904,5513,5967,0
2022-01-07,Impfzentrum,70-79,7454,6788,4235,0
2022-01-07,Impfzentrum,80+,7749,7284,2901,0
2022-01-08,Impfzentrum,0-19,7486,5723,1887,0
2022-01-08,Impfzentrum,20-29,6674,6849,5673,0
2022-01-08,Impfzentrum,30-39,7887,7778,6670,0
2022-01-08,Impfzentrum,40-49,7986,7759,8007,0
2022-01-08,Impfzentrum,50-59,9801,9458,9837,0
2022-01-08,Impfzentrum,60-69,5904,5516,6013,0
2022-01-08,Impfzentrum,70-79,7454,6790,4239,0
2022-01-08,Impfzentrum,80+,7749,7285,2905,0
2022-01-09,Impfzentrum,0-19,7520,5879,1985,0
2022-01-09,Impfzentrum,20-29,6684,6866,5843,0
2022-01-09,Impfzentrum,30-39,7894,7810,6826,0
2022-01-09,Impfzentrum,40-49,7989,7772,8182,0
2022-01-09,Impfzentrum,50-59,9806,9469,9992,0
2022-01-09,Impfzentrum,60-69,5904,5519,6082,0
2022-01-09,Impfzentrum,70-79,7454,6791,4258,0
2022-01-09,Impfzentrum,80+,7750,7286,2910,0
2022-01-10,Impfzentrum,0-19,7521,5883,1989,0
2022-01-10,Impfzentrum,20-29,6687,6874,5888,0
2022-01-10,Impfzentrum,30-39,7899,7819,6869,0
2022-01-10,Impfzentrum,40-49,7990,7776,8226,0
2022-01-10,Impfzentrum,50-59,9808,9478,10038,0
2022-01-10,Impfzentrum,60-69,5904,5521,6104,0
2022-01-10,Impfzentrum,70-79,7454,6791,4265,0
2022-01-10,Impfzentrum,80+,7750,7286,2911,0
2022-01-11,Impfzentrum,0-19,7537,5961,2027,0
2022-01-11,Impfzentrum,20-29,6690,6886,5955,0
2022-01-11,Impfzentrum,30-39,7901,7828,6942,0
2022-01-11,Impfzentrum,40-49,7993,7782,8280,0
2022-01-11,Impfzentrum,50-59,9809,9487,10102,0
2022-01-11,Impfzentrum,60-69,5907,5523,6132,0
2022-01-11,Impfzentrum,70-79,7455,6791,4271,0
2022-01-11,Impfzentrum,80+,7750,7286,2911,0
2022-01-12,Impfzentrum,0-19,7549,6038,2069,0
2022-01-12,Impfzentrum,20-29,6693,6900,6030,0
2022-01-12,Impfzentrum,30-39,7904,7836,7012,0
2022-01-12,Impfzentrum,40-49,7994,7787,8349,0
2022-01-12,Impfzentrum,50-59,9810,9494,10173,0
2022-01-12,Impfzentrum,60-69,5908,5523,6164,0
2022-01-12,Impfzentrum,70-79,7455,6791,4274,0
2022-01-12,Impfzentrum,80+,7752,7287,2913,0
2022-01-13,Impfzentrum,0-19,7569,6130,2151,0
2022-01-13,Impfzentrum,20-29,6695,6911,6104,0
2022-01-13,Impfzentrum,30-39,7906,7843,7110,0
2022-01-13,Impfzentrum,40-49,7996,7797,8426,0
2022-01-13,Impfzentrum,50-59,9810,9503,10251,0
2022-01-13,Impfzentrum,60-69,5909,5524,6188,0
2022-01-13,Impfzentrum,70-79,7455,6792,4281,0
2022-01-13,Impfzentrum,80+,7752,7287,2922,0
2022-01-14,Impfzentrum,0-19,7624,6307,2347,0
2022-01-14,Impfzentrum,20-29,6702,6923,6202,0
2022-01-14,Impfzentrum,30-39,7909,7860,7216,0
2022-01-14,Impfzentrum,40-49,8000,7815,8514,0
2022-01-14,Impfzentrum,50-59,9812,9511,10346,0
2022-01-14,Impfzentrum,60-69,5910,5526,6228,0
2022-01-14,Impfzentrum,70-79,7455,6792,4283,0
2022-01-14,Impfzentrum,80+,7752,7288,2922,0
2022-01-15,Impfzentrum,0-19,7693,6351,2527,0
2022-01-15,Impfzentrum,20-29,6712,6936,6305,0
2022-01-15,Impfzentrum,30-39,7916,7871,7298,0
2022-01-15,Impfzentrum,40-49,8006,7824,8602,0
2022-01-15,Impfzentrum,50-59,9813,9519,10421,0
2022-01-15,Impfzentrum,60-69,5910,5531,6264,0
2022-01-15,Impfzentrum,70-79,7455,6792,4291,0
2022-01-15,Impfzentrum,80+,7752,7288,2927,0
2022-01-16,Impfzentrum,0-19,7693,6355,2532,0
2022-01-16,Impfzentrum,20-29,6713,6942,6333,0
2022-01-16,Impfzentrum,30-39,7918,7875,7318,0
2022-01-16,Impfzentrum,40-49,8006,7824,8632,0
2022-01-16,Impfzentrum,50-59,9814,9522,10450,0
2022-01-16,Impfzentrum,60-69,5910,5532,6275,0
2022-01-16,Impfzentrum,70-79,7456,6792,4293,0
2022-01-16,Impfzentrum,80+,7752,7288,2927,0
2022-01-17,Impfzentrum,0-19,7705,6418,2565,0
2022-01-17,Impfzentrum,20-29,6716,6949,6394,0
2022-01-17,Impfzentrum,30-39,7918,7880,7369,0
2022-01-17,Impfzentrum,40-49,8007,7832,8694,0
2022-01-17,Impfzentrum,50-59,9815,9525,10499,0
2022-01-17,Impfzentrum,60-69,5910,5532,6294,0
2022-01-17,Impfzentrum,70-79,7457,6793,4299,0
2022-01-17,Impfzentrum,80+,7753,7289,2935,0
2022-01-18,Impfzentrum,0-19,7719,6466,2607,0
2022-01-18,Impfzentrum,20-29,6717,6955,6429,0
2022-01-18,Impfzentrum,30-39,7921,7893,7414,0
2022-01-18,Impfzentrum,40-49,8008,7837,8735,0
2022-01-18,Impfzentrum,50-59,9817,9529,10521,0
2022-01-18,Impfzentrum,60-69,5910,5535,6306,0
2022-01-18,Impfzentrum,70-79,7457,6796,4300,0
2022-01-18,Impfzentrum,80+,7753,7291,2937,0
2022-01-19,Impfzentrum,0-19,7734,6522,2634,0
2022-01-19,Impfzentrum,20-29,6723,6967,6469,0
2022-01-19,Impfzentrum,30-39,7924,7899,7460,0
2022-01-19,Impfzentrum,40-49,8010,7843,8785,0
2022-01-19,Impfzentrum,50-59,9819,9536,10565,0
2022-01-19,Impfzentrum,60-69,5912,5536,6332,0
2022-01-19,Impfzentrum,70-79,7457,6798,4305,0
2022-01-19,Impfzentrum,80+,7753,7291,2940,0
2022-01-20,Impfzentrum,0-19,7745,6561,2673,0
2022-01-20,Impfzentrum,20-29,6728,6977,6512,0
2022-01-20,Impfzentrum,30-39,7928,7911,7525,0
2022-01-20,Impfzentrum,40-49,8013,7856,8852,0
2022-01-20,Impfzentrum,50-59,9819,9550,10630,0
2022-01-20,Impfzentrum,60-69,5912,5540,6364,0
2022-01-20,Impfzentrum,70-79,7458,6800,4307,0
2022-01-20,Impfzentrum,80+,7753,7292,2943,0
2022-01-21,Impfzentrum,0-19,7793,6719,2789,0
2022-01-21,Impfzentrum,20-29,6731,6994,6561,0
2022-01-21,Impfzentrum,30-39,7930,7922,7597,0
2022-01-21,Impfzentrum,40-49,8014,7875,8933,0
2022-01-21,Impfzentrum,50-59,9821,9557,10713,0
2022-01-21,Impfzentrum,60-69,5912,5542,6386,0
2022-01-21,Impfzentrum,70-79,7459,6800,4310,0
2022-01-21,Impfzentrum,80+,7754,7292,2943,0
2022-01-22,Impfzentrum,0-19,7843,6772,2872,0
2022-01-22,Impfzentrum,20-29,6735,7010,6594,0
2022-01-22,Impfzentrum,30-39,7932,7933,7640,0
2022-01-22,Impfzentrum,40-49,8014,7880,8960,0
2022-01-22,Impfzentrum,50-59,9822,9562,10753,0
2022-01-22,Impfzentrum,60-69,5912,5542,6400,0
2022-01-22,Impfzentrum,70-79,7459,6800,4311,0
2022-01-22,Impfzentrum,80+,7754,7292,2946,0
2022-01-23,Impfzentrum,0-19,7858,6796,2928,0
2022-01-23,Impfzentrum,20-29,6736,7025,6648,0
2022-01-23,Impfzentrum,30-39,7934,7940,7690,0
2022-01-23,Impfzentrum,40-49,8016,7888,9011,0
2022-01-23,Impfzentrum,50-59,9825,9573,10786,0
2022-01-23,Impfzentrum,60-69,5912,5544,6414,0
2022-01-23,Impfzentrum,70-79,7459,6800,4317,0
2022-01-23,Impfzentrum,80+,7754,7292,2947,0
2022-01-24,Impfzentrum,0-19,7867,6834,2955,0
2022-01-24,Impfzentrum,20-29,6739,7033,6682,0
2022-01-24,Impfzentrum,30-39,7938,7947,7729,0
2022-01-24,Impfzentrum,40-49,8016,7894,9042,0
2022-01-24,Impfzentrum,50-59,9826,9580,10819,0
2022-01-24,Impfzentrum,60-69,5912,5548,6424,0
2022-01-24,Impfzentrum,70-79,7459,6800,4321,0
2022-01-24,Impfzentrum,80+,7754,7294,2951,0
2022-01-25,Impfzentrum,0-19,7871,6867,2979,0
2022-01-25,Impfzentrum,20-29,6742,7036,6705,0
2022-01-25,Impfzentrum,30-39,7939,7955,7749,0
2022-01-25,Impfzentrum,40-49,8017,7895,9066,0
2022-01-25,Impfzentrum,50-59,9827,9592,10829,0
2022-01-25,Impfzentrum,60-69,5912,5549,6433,0
2022-01-25,Impfzentrum,70-79,7459,6800,4321,0
2022-01-25,Impfzentrum,80+,7754,7296,2952,0
2022-01-26,Impfzentrum,0-19,7880,6898,2997,0
2022-01-26,Impfzentrum,20-29,6742,7041,6723,0
2022-01-26,Impfzentrum,30-39,7942,7957,7771,0
2022-01-26,Impfzentrum,40-49,8018,7902,9087,0
2022-01-26,Impfzentrum,50-59,9828,9598,10858,0
2022-01-26,Impfzentrum,60-69,5912,5550,6442,0
2022-01-26,Impfzentrum,70-79,7459,6800,4329,0
2022-01-26,Impfzentrum,80+,7754,7296,2959,0
2022-01-27,Impfzentrum,0-19,7887,6948,3025,0
2022-01-27,Impfzentrum,20-29,6747,7053,6757,0
2022-01-27,Impfzentrum,30-39,7943,7973,7814,0
2022-01-27,Impfzentrum,40-49,8022,7910,9126,0
2022-01-27,Impfzentrum,50-59,9829,9606,10896,0
2022-01-27,Impfzentrum,60-69,5912,5553,6446,0
2022-01-27,Impfzentrum,70-79,7459,6802,4333,0
2022-01-27,Impfzentrum,80+,7754,7296,2959,0
2022-01-28,Impfzentrum,0-19,7912,7111,3123,0
2022-01-28,Impfzentrum,20-29,6751,7069,6802,0
2022-01-28,Impfzentrum,30-39,7943,7983,7859,0
2022-01-28,Impfzentrum,40-49,8027,7929,9171,0
2022-01-28,Impfzentrum,50-59,9832,9617,10954,0
2022-01-28,Impfzentrum,60-69,5914,5554,6455,0
2022-01-28,Impfzentrum,70-79,7459,6803,4335,0
2022-01-28,Impfzentrum,80+,7754,7296,2959,0
2022-01-29,Impfzentrum,0-19,7940,7166,3183,0
2022-01-29,Impfzentrum,20-29,6757,7077,6845,0
2022-01-29,Impfzentrum,30-39,7947,7986,7892,0
2022-01-29,Impfzentrum,40-49,8027,7931,9205,0
2022-01-29,Impfzentrum,50-59,9835,9626,10985,0
2022-01-29,Impfzentrum,60-69,5914,5555,6461,0
2022-01-29,Impfzentrum,70-79,7459,6803,4337,0
2022-01-29,Impfzentrum,80+,7754,7297,2961,0
2022-01-31,Impfzentrum,0-19,7948,7195,3218,0
2022-01-31,Impfzentrum,20-29,6762,7083,6878,0
2022-01-31,Impfzentrum,30-39,7948,8000,7912,0
2022-01-31,Impfzentrum,40-49,8030,7938,9244,0
2022-01-31,Impfzentrum,50-59,9837,9626,11016,0
2022-01-31,Impfzentrum,60-69,5915,5556,6469,0
2022-01-31,Impfzentrum,70-79,7459,6804,4337,0
2022-01-31,Impfzentrum,80+,7754,7297,2963,0
2022-02-01,Impfzentrum,0-19,7962,7231,3243,0
2022-02-01,Impfzentrum,20-29,6762,7092,6899,0
2022-02-01,Impfzentrum,30-39,7949,8009,7937,0
2022-02-01,Impfzentrum,40-49,8032,7941,9250,0
2022-02-01,Impfzentrum,50-59,9839,9636,11035,0
2022-02-01,Impfzentrum,60-69,5915,5558,6477,0
2022-02-01,Impfzentrum,70-79,7459,6804,4338,0
2022-02-01,Impfzentrum,80+,7754,7297,2964,0
2022-02-02,Impfzentrum,0-19,7963,7251,3258,0
2022-02-02,Impfzentrum,20-29,6765,7095,6910,0
2022-02-02,Impfzentrum,30-39,7950,8014,7957,0
2022-02-02,Impfzentrum,40-49,8033,7945,9259,0
2022-02-02,Impfzentrum,50-59,9839,9637,11049,0
2022-02-02,Impfzentrum,60-69,5917,5561,6482,0
2022-02-02,Impfzentrum,70-79,7460,6806,4338,0
2022-02-02,Impfzentrum,80+,7754,7297,2964,0
2022-02-03,Impfzentrum,0-19,7970,7266,3271,0
2022-02-03,Impfzentrum,20-29,6767,7101,6934,0
2022-02-03,Impfzentrum,30-39,7951,8018,7969,0
2022-02-03,Impfzentrum,40-49,8034,7949,9273,0
2022-02-03,Impfzentrum,50-59,9839,9638,11059,0
2022-02-03,Impfzentrum,60-69,5917,5562,6486,0
2022-02-03,Impfzentrum,70-79,7460,6806,4340,0
2022-02-03,Impfzentrum,80+,7754,7297,2965,0
2022-02-05,Impfzentrum,0-19,7997,7371,3361,0
2022-02-05,Impfzentrum,20-29,6771,7113,6982,0
2022-02-05,Impfzentrum,30-39,7953,8032,8013,0
2022-02-05,Impfzentrum,40-49,8035,7955,9316,0
2022-02-05,Impfzentrum,50-59,9839,9642,11098,0
2022-02-05,Impfzentrum,60-69,5917,5562,6499,0
2022-02-05,Impfzentrum,70-79,7460,6808,4350,0
2022-02-05,Impfzentrum,80+,7754,7297,2990,0
2022-02-06,Impfzentrum,0-19,8007,7401,3389,0
2022-02-06,Impfzentrum,20-29,6774,7114,7005,0
2022-02-06,Impfzentrum,30-39,7954,8036,8042,0
2022-02-06,Impfzentrum,40-49,8036,7960,9337,0
2022-02-06,Impfzentrum,50-59,9841,9644,11119,0
2022-02-06,Impfzentrum,60-69,5917,5562,6503,0
2022-02-06,Impfzentrum,70-79,7460,6809,4351,0
2022-02-06,Impfzentrum,80+,7754,7298,2993,0
2022-02-07,Impfzentrum,0-19,8017,7424,3419,0
2022-02-07,Impfzentrum,20-29,6774,7116,7033,0
2022-02-07,Impfzentrum,30-39,7958,8041,8067,0
2022-02-07,Impfzentrum,40-49,8036,7960,9346,0
2022-02-07,Impfzentrum,50-59,9841,9644,11138,0
2022-02-07,Impfzentrum,60-69,5917,5562,6509,0
2022-02-07,Impfzentrum,70-79,7460,6810,4351,0
2022-02-07,Impfzentrum,80+,7754,7299,3005,0
2022-02-08,Impfzentrum,0-19,8022,7433,3434,0
2022-02-08,Impfzentrum,20-29,6776,7120,7051,0
2022-02-08,Impfzentrum,30-39,7958,8050,8081,0
2022-02-08,Impfzentrum,40-49,8036,7961,9358,0
2022-02-08,Impfzentrum,50-59,9841,9645,11148,0
2022-02-08,Impfzentrum,60-69,5917,5562,6513,0
2022-02-08,Impfzentrum,70-79,7460,6810,4353,0
2022-02-08,Impfzentrum,80+,7754,7299,3016,0
2022-02-09,Impfzentrum,0-19,8025,7446,3442,0
2022-02-09,Impfzentrum,20-29,6777,7125,7059,0
2022-02-09,Impfzentrum,30-39,7958,8052,8088,0
2022-02-09,Impfzentrum,40-49,8036,7963,9372,0
2022-02-09,Impfzentrum,50-59,9841,9650,11162,0
2022-02-09,Impfzentrum,60-69,5917,5563,6516,0
2022-02-09,Impfzentrum,70-79,7460,6810,4354,0
2022-02-09,Impfzentrum,80+,7754,7299,3022,0
2022-02-10,Impfzentrum,0-19,8027,7454,3449,0
2022-02-10,Impfzentrum,20-29,6778,7127,7073,0
2022-02-10,Impfzentrum,30-39,7958,8053,8101,0
2022-02-10,Impfzentrum,40-49,8036,7965,9381,0
2022-02-10,Impfzentrum,50-59,9843,9653,11176,0
2022-02-10,Impfzentrum,60-69,5917,5563,6521,0
2022-02-10,Impfzentrum,70-79,7460,6810,4358,0
2022-02-10,Impfzentrum,80+,7754,7299,3037,0
2022-02-11,Impfzentrum,0-19,8032,7467,3463,0
2022-02-11,Impfzentrum,20-29,6778,7132,7091,0
2022-02-11,Impfzentrum,30-39,7958,8056,8117,0
2022-02-11,Impfzentrum,40-49,8036,7969,9394,0
2022-02-11,Impfzentrum,50-59,9844,9659,11185,0
2022-02-11,Impfzentrum,60-69,5917,5563,6527,0
2022-02-11,Impfzentrum,70-79,7460,6810,4361,0
2022-02-11,Impfzentrum,80+,7754,7299,3044,0
2022-02-12,Impfzentrum,0-19,8047,7523,3498,0
2022-02-12,Impfzentrum,20-29,6780,7136,7114,0
2022-02-12,Impfzentrum,30-39,7962,8059,8145,0
2022-02-12,Impfzentrum,40-49,8037,7969,9426,0
2022-02-12,Impfzentrum,50-59,9846,9659,11203,0
2022-02-12,Impfzentrum,60-69,5917,5563,6534,0
2022-02-12,Impfzentrum,70-79,7460,6810,4367,0
2022-02-12,Impfzentrum,80+,7755,7299,3053,0
2022-02-13,Impfzentrum,0-19,8057,7564,3524,0
2022-02-13,Impfzentrum,20-29,6782,7140,7130,0
2022-02-13,Impfzentrum,30-39,7963,8064,8174,0
2022-02-13,Impfzentrum,40-49,8037,7973,9442,0
2022-02-13,Impfzentrum,50-59,9847,9661,11219,0
2022-02-13,Impfzentrum,60-69,5917,5563,6539,0
2022-02-13,Impfzentrum,70-79,7460,6810,4370,0
2022-02-13,Impfzentrum,80+,7755,7299,3060,0
2022-02-14,Impfzentrum,0-19,8059,7589,3539,0
2022-02-14,Impfzentrum,20-29,6784,7142,7146,0
2022-02-14,Impfzentrum,30-39,7963,8064,8182,0
2022-02-14,Impfzentrum,40-49,8037,7973,9453,0
2022-02-14,Impfzentrum,50-59,9848,9661,11227,0
2022-02-14,Impfzentrum,60-69,5917,5563,6541,0
2022-02-14,Impfzentrum,70-79,7460,6810,4377,0
2022-02-14,Impfzentrum,80+,7755,7299,3063,0
2022-02-15,Impfzentrum,0-19,8068,7599,3551,0
2022-02-15,Impfzentrum,20-29,6784,7143,7158,0
2022-02-15,Impfzentrum,30-39,7964,8065,8192,0
2022-02-15,Impfzentrum,40-49,8037,7973,9464,0
2022-02-15,Impfzentrum,50-59,9848,9662,11235,0
2022-02-15,Impfzentrum,60-69,5917,5564,6548,0
2022-02-15,Impfzentrum,70-79,7460,6811,4379,0
2022-02-15,Impfzentrum,80+,7755,7299,3067,0
2022-02-16,Impfzentrum,0-19,8073,7606,3566,0
2022-02-16,Impfzentrum,20-29,6785,7145,7167,0
2022-02-16,Impfzentrum,30-39,7964,8068,8203,0
2022-02-16,Impfzentrum,40-49,8037,7978,9468,0
2022-02-16,Impfzentrum,50-59,9849,9662,11244,0
2022-02-16,Impfzentrum,60-69,5917,5564,6552,0
2022-02-16,Impfzentrum,70-79,7460,6811,4383,0
2022-02-16,Impfzentrum,80+,7755,7299,3071,0
2022-02-17,Impfzentrum,0-19,8074,7620,3576,0
2022-02-17,Impfzentrum,20-29,6786,7148,7175,0
2022-02-17,Impfzentrum,30-39,7964,8071,8215,0
2022-02-17,Impfzentrum,40-49,8038,7979,9476,0
2022-02-17,Impfzentrum,50-59,9849,9663,11255,0
2022-02-17,Impfzentrum,60-69,5917,5564,6555,0
2022-02-17,Impfzentrum,70-79,7460,6811,4394,0
2022-02-17,Impfzentrum,80+,7755,7299,3081,0
2022-02-18,Impfzentrum,0-19,8077,7629,3590,0
2022-02-18,Impfzentrum,20-29,6788,7150,7182,0
2022-02-18,Impfzentrum,30-39,7964,8072,8222,0
2022-02-18,Impfzentrum,40-49,8038,7981,9482,0
2022-02-18,Impfzentrum,50-59,9849,9665,11265,0
2022-02-18,Impfzentrum,60-69,5917,5564,6558,0
2022-02-18,Impfzentrum,70-79,7460,6813,4396,0
2022-02-18,Impfzentrum,80+,7755,7299,3095,0
2022-02-19,Impfzentrum,0-19,8082,7667,3618,0
2022-02-19,Impfzentrum,20-29,6788,7153,7201,0
2022-02-19,Impfzentrum,30-39,7965,8078,8236,0
2022-02-19,Impfzentrum,40-49,8038,7983,9497,0
2022-02-19,Impfzentrum,50-59,9850,9666,11279,0
2022-02-19,Impfzentrum,60-69,5918,5565,6561,0
2022-02-19,Impfzentrum,70-79,7460,6814,4403,0
2022-02-19,Impfzentrum,80+,7755,7299,3105,0
2022-02-20,Impfzentrum,0-19,8088,7688,3630,0
2022-02-20,Impfzentrum,20-29,6791,7156,7213,0
2022-02-20,Impfzentrum,30-39,7966,8080,8249,0
2022-02-20,Impfzentrum,40-49,8038,7983,9500,0
2022-02-20,Impfzentrum,50-59,9850,9667,11288,0
2022-02-20,Impfzentrum,60-69,5918,5565,6564,0
2022-02-20,Impfzentrum,70-79,7460,6814,4406,0
2022-02-20,Impfzentrum,80+,7755,7299,3109,0
2022-02-21,Impfzentrum,0-19,8091,7700,3643,0
2022-02-21,Impfzentrum,20-29,6792,7158,7218,0
2022-02-21,Impfzentrum,30-39,7967,8082,8264,0
2022-02-21,Impfzentrum,40-49,8040,7984,9508,0
2022-02-21,Impfzentrum,50-59,9850,9669,11299,0
2022-02-21,Impfzentrum,60-69,5918,5565,6573,0
2022-02-21,Impfzentrum,70-79,7460,6815,4411,0
2022-02-21,Impfzentrum,80+,7755,7299,3119,0
2022-02-22,Impfzentrum,0-19,8092,7714,3648,0
2022-02-22,Impfzentrum,20-29,6792,7159,7232,0
2022-02-22,Impfzentrum,30-39,7967,8082,8274,0
2022-02-22,Impfzentrum,40-49,8040,7985,9514,0
2022-02-22,Impfzentrum,50-59,9850,9670,11304,0
2022-02-22,Impfzentrum,60-69,5918,5567,6577,0
2022-02-22,Impfzentrum,70-79,7460,6815,4421,0
2022-02-22,Impfzentrum,80+,7755,7299,3130,0
2022-02-23,Impfzentrum,0-19,8095,7720,3655,0
2022-02-23,Impfzentrum,20-29,6794,7160,7241,0
2022-02-23,Impfzentrum,30-39,7967,8082,8278,0
2022-02-23,Impfzentrum,40-49,8041,7986,9526,0
2022-02-23,Impfzentrum,50-59,9850,9670,11310,0
2022-02-23,Impfzentrum,60-69,5918,5568,6580,0
2022-02-23,Impfzentrum,70-79,7460,6815,4429,0
2022-02-23,Impfzentrum,80+,7755,7299,3145,0
2022-02-24,Impfzentrum,0-19,8095,7725,3661,0
2022-02-24,Impfzentrum,20-29,6795,7163,7250,0
2022-02-24,Impfzentrum,30-39,7968,8083,8286,0
2022-02-24,Impfzentrum,40-49,8041,7987,9530,0
2022-02-24,Impfzentrum,50-59,9850,9670,11312,0
2022-02-24,Impfzentrum,60-69,5918,5568,6584,0
2022-02-24,Impfzentrum,70-79,7460,6815,4432,0
2022-02-24,Impfzentrum,80+,7755,7299,3150,0
2022-02-25,Impfzentrum,0-19,8095,7728,3668,0
2022-02-25,Impfzentrum,20-29,6795,7164,7261,0
2022-02-25,Impfzentrum,30-39,7968,8086,8290,0
2022-02-25,Impfzentrum,40-49,8042,7988,9534,0
2022-02-25,Impfzentrum,50-59,9850,9671,11318,0
2022-02-25,Impfzentrum,60-69,5918,5568,6589,0
2022-02-25,Impfzentrum,70-79,7460,6815,4439,0
2022-02-25,Impfzentrum,80+,7755,7299,3151,0
2022-02-26,Impfzentrum,0-19,8104,7752,3693,0
2022-02-26,Impfzentrum,20-29,6795,7164,7274,0
2022-02-26,Impfzentrum,30-39,7970,8087,8299,0
2022-02-26,Impfzentrum,40-49,8042,7991,9549,0
2022-02-26,Impfzentrum,50-59,9850,9673,11330,0
2022-02-26,Impfzentrum,60-69,5918,5569,6591,0
2022-02-26,Impfzentrum,70-79,7460,6815,4447,0
2022-02-26,Impfzentrum,80+,7755,7299,3156,0
2022-02-27,Impfzentrum,0-19,8110,7767,3711,0
2022-02-27,Impfzentrum,20-29,6795,7165,7281,0
2022-02-27,Impfzentrum,30-39,7970,8090,8308,0
2022-02-27,Impfzentrum,40-49,8046,7994,9556,0
2022-02-27,Impfzentrum,50-59,9850,9675,11338,0
2022-02-27,Impfzentrum,60-69,5918,5569,6593,0
2022-02-27,Impfzentrum,70-79,7460,6815,4451,0
2022-02-27,Impfzentrum,80+,7755,7299,3162,0
2022-02-28,Impfzentrum,0-19,8112,7779,3721,0
2022-02-28,Impfzentrum,20-29,6795,7166,7293,0
2022-02-28,Impfzentrum,30-39,7970,8091,8311,0
2022-02-28,Impfzentrum,40-49,8046,7995,9559,0
2022-02-28,Impfzentrum,50-59,9850,9677,11351,0
2022-02-28,Impfzentrum,60-69,5918,5569,6600,0
2022-02-28,Impfzentrum,70-79,7460,6815,4460,0
2022-02-28,Impfzentrum,80+,7755,7299,3171,0
2022-03-01,Impfzentrum,0-19,8117,7785,3730,0
2022-03-01,Impfzentrum,20-29,6795,7168,7306,0
2022-03-01,Impfzentrum,30-39,7970,8091,8319,0
2022-03-01,Impfzentrum,40-49,8046,7996,9568,0
2022-03-01,Impfzentrum,50-59,9850,9677,11357,0
2022-03-01,Impfzentrum,60-69,5918,5569,6603,0
2022-03-01,Impfzentrum,70-79,7461,6816,4481,0
2022-03-01,Impfzentrum,80+,7756,7299,3190,0
2022-03-02,Impfzentrum,0-19,8117,7789,3735,0
2022-03-02,Impfzentrum,20-29,6795,7170,7315,0
2022-03-02,Impfzentrum,30-39,7970,8092,8323,0
2022-03-02,Impfzentrum,40-49,8046,7996,9576,0
2022-03-02,Impfzentrum,50-59,9850,9683,11362,0
2022-03-02,Impfzentrum,60-69,5918,5569,6608,0
2022-03-02,Impfzentrum,70-79,7461,6816,4485,0
2022-03-02,Impfzentrum,80+,7756,7299,3198,0
2022-03-05,Impfzentrum,0-19,8123,7810,3761,1
2022-03-05,Impfzentrum,20-29,6799,7178,7331,11
2022-03-05,Impfzentrum,30-39,7974,8094,8329,16
2022-03-05,Impfzentrum,40-49,8046,7996,9579,20
2022-03-05,Impfzentrum,50-59,9853,9684,11359,23
2022-03-05,Impfzentrum,60-69,5918,5570,6594,27
2022-03-05,Impfzentrum,70-79,7461,6816,4384,146
2022-03-05,Impfzentrum,80+,7756,7301,2994,245
2022-03-06,Impfzentrum,0-19,8123,7820,3763,1
2022-03-06,Impfzentrum,20-29,6799,7178,7336,11
2022-03-06,Impfzentrum,30-39,7975,8094,8339,16
2022-03-06,Impfzentrum,40-49,8046,7996,9581,20
2022-03-06,Impfzentrum,50-59,9853,9684,11365,23
2022-03-06,Impfzentrum,60-69,5918,5570,6595,27
2022-03-06,Impfzentrum,70-79,7461,6816,4385,151
2022-03-06,Impfzentrum,80+,7756,7301,2994,249
2022-03-07,Impfzentrum,0-19,8125,7831,3768,1
2022-03-07,Impfzentrum,20-29,6799,7181,7346,11
2022-03-07,Impfzentrum,30-39,7975,8096,8348,16
2022-03-07,Impfzentrum,40-49,8047,7996,9591,22
2022-03-07,Impfzentrum,50-59,9855,9684,11378,23
2022-03-07,Impfzentrum,60-69,5918,5570,6609,27
2022-03-07,Impfzentrum,70-79,7461,6816,4388,154
2022-03-07,Impfzentrum,80+,7756,7301,2994,261
2022-03-08,Impfzentrum,0-19,8129,7832,3772,1
2022-03-08,Impfzentrum,20-29,6799,7182,7349,11
2022-03-08,Impfzentrum,30-39,7976,8099,8351,16
2022-03-08,Impfzentrum,40-49,8048,7996,9597,23
2022-03-08,Impfzentrum,50-59,9856,9684,11383,25
2022-03-08,Impfzentrum,60-69,5921,5570,6610,30
2022-03-08,Impfzentrum,70-79,7461,6816,4388,165
2022-03-08,Impfzentrum,80+,7757,7302,2994,280
2022-03-09,Impfzentrum,0-19,8129,7838,3778,1
2022-03-09,Impfzentrum,20-29,6799,7182,7356,11
2022-03-09,Impfzentrum,30-39,7979,8099,8353,16
2022-03-09,Impfzentrum,40-49,8050,7996,9607,24
2022-03-09,Impfzentrum,50-59,9857,9684,11384,28
2022-03-09,Impfzentrum,60-69,5923,5570,6615,33
2022-03-09,Impfzentrum,70-79,7461,6816,4389,178
2022-03-09,Impfzentrum,80+,7757,7303,2995,290
2022-03-10,Impfzentrum,0-19,8131,7842,3788,1
2022-03-10,Impfzentrum,20-29,6801,7184,7362,11
2022-03-10,Impfzentrum,30-39,7983,8100,8363,16
2022-03-10,Impfzentrum,40-49,8054,7996,9612,24
