datum,einrichtung,altersgruppe,erstimpfungen,zweitimpfungen,drittimpfungen,viertimpfungen
2021-09-03,Impfzentrum,80+,7688,7198,0,0
2021-09-04,Impfzentrum,0-19,3113,2145,0,0
2021-09-04,Impfzentrum,20-29,5159,4622,0,0
2021-09-04,Impfzentrum,30-39,6177,5473,0,0
2021-09-04,Impfzentrum,40-49,6931,6261,0,0
2021-09-04,Impfzentrum,50-59,8948,8243,0,0
2021-09-04,Impfzentrum,60-69,5568,5009,0,0
2021-09-04,Impfzentrum,70-79,7323,6602,0,0
2021-09-04,Impfzentrum,80+,7689,7199,0,0
2021-09-05,Impfzentrum,0-19,3141,2177,0,0
2021-09-05,Impfzentrum,20-29,5166,4631,0,0
2021-09-05,Impfzentrum,30-39,6194,5480,0,0
2021-09-05,Impfzentrum,40-49,6944,6276,0,0
2021-09-05,Impfzentrum,50-59,8953,8250,0,0
2021-09-05,Impfzentrum,60-69,5569,5010,0,0
2021-09-05,Impfzentrum,70-79,7325,6602,0,0
2021-09-05,Impfzentrum,80+,7689,7200,0,0
2021-09-06,Impfzentrum,0-19,3174,2214,0,0
2021-09-06,Impfzentrum,20-29,5174,4636,0,0
2021-09-06,Impfzentrum,30-39,6213,5491,0,0
2021-09-06,Impfzentrum,40-49,6952,6283,0,0
2021-09-06,Impfzentrum,50-59,8955,8252,0,0
2021-09-06,Impfzentrum,60-69,5570,5013,0,0
2021-09-06,Impfzentrum,70-79,7325,6604,0,0
2021-09-06,Impfzentrum,80+,7689,7200,0,0
2021-09-07,Impfzentrum,0-19,3202,2236,0,0
2021-09-07,Impfzentrum,20-29,5189,4647,0,0
2021-09-07,Impfzentrum,30-39,6223,5514,0,0
2021-09-07,Impfzentrum,40-49,6962,6293,0,0
2021-09-07,Impfzentrum,50-59,8957,8258,0,0
2021-09-07,Impfzentrum,60-69,5572,5014,0,0
2021-09-07,Impfzentrum,70-79,7326,6607,0,0
2021-09-07,Impfzentrum,80+,7689,7201,0,0
2021-09-08,Impfzentrum,0-19,3231,2255,0,0
2021-09-08,Impfzentrum,20-29,5203,4654,0,0
2021-09-08,Impfzentrum,30-39,6230,5528,0,0
2021-09-08,Impfzentrum,40-49,6965,6308,0,0
2021-09-08,Impfzentrum,50-59,8961,8269,0,0
2021-09-08,Impfzentrum,60-69,5574,5016,0,0
2021-09-08,Impfzentrum,70-79,7326,6607,0,0
2021-09-08,Impfzentrum,80+,7689,7201,0,0
2021-09-09,Impfzentrum,0-19,3276,2285,0,0
2021-09-09,Impfzentrum,20-29,5217,4671,0,0
2021-09-09,Impfzentrum,30-39,6249,5538,0,0
2021-09-09,Impfzentrum,40-49,6969,6317,0,0
2021-09-09,Impfzentrum,50-59,8966,8272,0,0
2021-09-09,Impfzentrum,60-69,5579,5022,0,0
2021-09-09,Impfzentrum,70-79,7329,6609,0,0
2021-09-09,Impfzentrum,80+,7689,7201,0,0
2021-09-10,Impfzentrum,0-19,3302,2327,0,0
2021-09-10,Impfzentrum,20-29,5222,4681,0,0
2021-09-10,Impfzentrum,30-39,6260,5560,0,0
2021-09-10,Impfzentrum,40-49,6976,6333,0,0
2021-09-10,Impfzentrum,50-59,8970,8282,0,0
2021-09-10,Impfzentrum,60-69,5580,5031,0,0
2021-09-10,Impfzentrum,70-79,7333,6611,0,0
2021-09-10,Impfzentrum,80+,7692,7202,0,0
2021-09-11,Impfzentrum,0-19,3370,2425,0,0
2021-09-11,Impfzentrum,20-29,5237,4707,0,0
2021-09-11,Impfzentrum,30-39,6273,5589,0,0
2021-09-11,Impfzentrum,40-49,6984,6348,0,0
2021-09-11,Impfzentrum,50-59,8979,8311,0,0
2021-09-11,Impfzentrum,60-69,5582,5043,0,0
2021-09-11,Impfzentrum,70-79,7335,6616,0,0
2021-09-11,Impfzentrum,80+,7693,7203,0,0
2021-09-12,Impfzentrum,0-19,3401,2471,0,0
2021-09-12,Impfzentrum,20-29,5251,4724,0,0
2021-09-12,Impfzentrum,30-39,6282,5614,0,0
2021-09-12,Impfzentrum,40-49,6994,6367,0,0
2021-09-12,Impfzentrum,50-59,8989,8322,0,0
2021-09-12,Impfzentrum,60-69,5583,5045,0,0
2021-09-12,Impfzentrum,70-79,7335,6618,0,0
2021-09-12,Impfzentrum,80+,7693,7203,0,0
2021-09-13,Impfzentrum,0-19,3416,NA,0,0
2021-09-13,Impfzentrum,20-29,5258,NA,0,0
2021-09-13,Impfzentrum,30-39,6290,NA,0,0
2021-09-13,Impfzentrum,40-49,7001,NA,0,0
2021-09-13,Impfzentrum,50-59,8992,NA,0,0
2021-09-13,Impfzentrum,60-69,5584,NA,0,0
2021-09-13,Impfzentrum,70-79,7335,NA,0,0
2021-09-13,Impfzentrum,80+,7693,NA,0,0
2021-09-14,Impfzentrum,0-19,3447,2540,0,0
2021-09-14,Impfzentrum,20-29,5288,4776,0,0
2021-09-14,Impfzentrum,30-39,6316,5668,0,0
2021-09-14,Impfzentrum,40-49,7014,6397,0,0
2021-09-14,Impfzentrum,50-59,9008,8359,0,0
2021-09-14,Impfzentrum,60-69,5589,5063,0,0
2021-09-14,Impfzentrum,70-79,7340,6621,0,0
2021-09-14,Impfzentrum,80+,7695,7203,0,0
2021-09-15,Impfzentrum,0-19,3452,2547,0,0
2021-09-15,Impfzentrum,20-29,5295,4786,0,0
2021-09-15,Impfzentrum,30-39,6326,5683,0,0
2021-09-15,Impfzentrum,40-49,7025,6405,0,0
2021-09-15,Impfzentrum,50-59,9013,8366,0,0
2021-09-15,Impfzentrum,60-69,5591,5063,0,0
2021-09-15,Impfzentrum,70-79,7340,6622,0,0
2021-09-15,Impfzentrum,80+,7695,7203,0,0
2021-09-16,Impfzentrum,0-19,3470,2555,0,0
2021-09-16,Impfzentrum,20-29,5311,4801,0,0
2021-09-16,Impfzentrum,30-39,6333,5690,0,0
2021-09-16,Impfzentrum,40-49,7031,6419,0,0
2021-09-16,Impfzentrum,50-59,9016,8376,0,0
2021-09-16,Impfzentrum,60-69,5594,5064,0,0
2021-09-16,Impfzentrum,70-79,7341,6623,0,0
2021-09-16,Impfzentrum,80+,7695,7204,0,0
2021-09-17,Impfzentrum,0-19,3486,2566,0,0
2021-09-17,Impfzentrum,20-29,5317,4819,0,0
2021-09-17,Impfzentrum,30-39,6351,5708,0,0
2021-09-17,Impfzentrum,40-49,7038,6439,0,0
2021-09-17,Impfzentrum,50-59,9025,8386,0,0
2021-09-17,Impfzentrum,60-69,5598,5068,0,0
2021-09-17,Impfzentrum,70-79,7342,6629,0,0
2021-09-17,Impfzentrum,80+,7698,7205,0,0
2021-09-18,Impfzentrum,0-19,3549,2649,0,0
2021-09-18,Impfzentrum,20-29,5337,4850,0,0
2021-09-18,Impfzentrum,30-39,6369,5727,0,0
2021-09-18,Impfzentrum,40-49,7055,6468,0,0
2021-09-18,Impfzentrum,50-59,9032,8403,0,0
2021-09-18,Impfzentrum,60-69,5602,5070,0,0
2021-09-18,Impfzentrum,70-79,7344,6629,0,0
2021-09-18,Impfzentrum,80+,7700,7206,0,0
2021-09-19,Impfzentrum,0-19,3571,2671,0,0
2021-09-19,Impfzentrum,20-29,5352,4875,0,0
2021-09-19,Impfzentrum,30-39,6379,5743,0,0
2021-09-19,Impfzentrum,40-49,7063,6484,0,0
2021-09-19,Impfzentrum,50-59,9042,8408,0,0
2021-09-19,Impfzentrum,60-69,5605,5076,0,0
2021-09-19,Impfzentrum,70-79,7345,6629,0,0
2021-09-19,Impfzentrum,80+,7701,7206,0,0
2021-09-20,Impfzentrum,0-19,3607,2733,1,0
2021-09-20,Impfzentrum,20-29,5376,4928,14,0
2021-09-20,Impfzentrum,30-39,6401,5789,15,0
2021-09-20,Impfzentrum,40-49,7079,6514,24,0
2021-09-20,Impfzentrum,50-59,9052,8429,21,0
2021-09-20,Impfzentrum,60-69,5612,5086,20,0
2021-09-20,Impfzentrum,70-79,7348,6633,5,0
2021-09-20,Impfzentrum,80+,7702,7208,178,0
2021-09-21,Impfzentrum,0-19,3608,2735,1,0
2021-09-21,Impfzentrum,20-29,5377,4929,14,0
2021-09-21,Impfzentrum,30-39,6405,5792,15,0
2021-09-21,Impfzentrum,40-49,7081,6516,24,0
2021-09-21,Impfzentrum,50-59,9054,8432,21,0
2021-09-21,Impfzentrum,60-69,5612,5088,20,0
2021-09-21,Impfzentrum,70-79,7349,6634,5,0
2021-09-21,Impfzentrum,80+,7702,7208,180,0
2021-09-22,Impfzentrum,0-19,3618,2753,1,0
2021-09-22,Impfzentrum,20-29,5383,4949,14,0
2021-09-22,Impfzentrum,30-39,6417,5803,15,0
2021-09-22,Impfzentrum,40-49,7099,6531,24,0
2021-09-22,Impfzentrum,50-59,9061,8448,24,0
2021-09-22,Impfzentrum,60-69,5613,5092,21,0
2021-09-22,Impfzentrum,70-79,7350,6637,8,0
2021-09-22,Impfzentrum,80+,7702,7209,192,0
2021-09-23,Impfzentrum,0-19,3629,2768,1,0
2021-09-23,Impfzentrum,20-29,5390,4964,16,0
2021-09-23,Impfzentrum,30-39,6427,5817,15,0
2021-09-23,Impfzentrum,40-49,7100,6543,26,0
2021-09-23,Impfzentrum,50-59,9068,8460,25,0
2021-09-23,Impfzentrum,60-69,5614,5095,21,0
2021-09-23,Impfzentrum,70-79,7350,6638,8,0
2021-09-23,Impfzentrum,80+,7702,7209,200,0
2021-09-24,Impfzentrum,0-19,3660,2832,1,0
2021-09-24,Impfzentrum,20-29,5402,4983,16,0
2021-09-24,Impfzentrum,30-39,6444,5836,16,0
2021-09-24,Impfzentrum,40-49,7106,6561,29,0
2021-09-24,Impfzentrum,50-59,9079,8484,27,0
2021-09-24,Impfzentrum,60-69,5616,5101,24,0
2021-09-24,Impfzentrum,70-79,7353,6642,10,0
2021-09-24,Impfzentrum,80+,7702,7212,208,0
2021-09-25,Impfzentrum,0-19,3676,2868,2,0
2021-09-25,Impfzentrum,20-29,5410,5008,17,0
2021-09-25,Impfzentrum,30-39,6459,5864,17,0
2021-09-25,Impfzentrum,40-49,7116,6584,29,0
2021-09-25,Impfzentrum,50-59,9081,8492,27,0
2021-09-25,Impfzentrum,60-69,5617,5104,24,0
2021-09-25,Impfzentrum,70-79,7354,6642,10,0
2021-09-25,Impfzentrum,80+,7702,7212,208,0
2021-09-26,Impfzentrum,0-19,3681,2888,2,0
2021-09-26,Impfzentrum,20-29,5412,5014,17,0
2021-09-26,Impfzentrum,30-39,6462,5871,17,0
2021-09-26,Impfzentrum,40-49,7118,6593,29,0
2021-09-26,Impfzentrum,50-59,9084,8501,27,0
2021-09-26,Impfzentrum,60-69,5617,5107,24,0
2021-09-26,Impfzentrum,70-79,7354,6642,10,0
2021-09-26,Impfzentrum,80+,7702,7212,213,0
2021-09-27,Impfzentrum,0-19,3696,2910,2,0
2021-09-27,Impfzentrum,20-29,5427,5048,18,0
2021-09-27,Impfzentrum,30-39,6470,5877,17,0
2021-09-27,Impfzentrum,40-49,7123,6606,30,0
2021-09-27,Impfzentrum,50-59,9088,8511,28,0
2021-09-27,Impfzentrum,60-69,5620,5114,24,0
2021-09-27,Impfzentrum,70-79,7355,6644,10,0
2021-09-27,Impfzentrum,80+,7703,7214,228,0
2021-09-28,Impfzentrum,0-19,3707,2931,2,0
2021-09-28,Impfzentrum,20-29,5430,5059,18,0
2021-09-28,Impfzentrum,30-39,6479,5898,17,0
2021-09-28,Impfzentrum,40-49,7131,6610,31,0
2021-09-28,Impfzentrum,50-59,9089,8517,29,0
2021-09-28,Impfzentrum,60-69,5622,5116,24,0
2021-09-28,Impfzentrum,70-79,7355,6646,10,0
2021-09-28,Impfzentrum,80+,7703,7214,235,0
2021-09-29,Impfzentrum,0-19,3723,2960,3,0
2021-09-29,Impfzentrum,20-29,5440,5083,18,0
2021-09-29,Impfzentrum,30-39,6486,5914,18,0
2021-09-29,Impfzentrum,40-49,7133,6630,32,0
2021-09-29,Impfzentrum,50-59,9091,8527,32,0
2021-09-29,Impfzentrum,60-69,5624,5119,24,0
2021-09-29,Impfzentrum,70-79,7357,6647,11,0
2021-09-29,Impfzentrum,80+,7703,7214,251,0
2021-09-30,Impfzentrum,0-19,3735,2997,3,0
2021-09-30,Impfzentrum,20-29,5447,5101,20,0
2021-09-30,Impfzentrum,30-39,6493,5930,20,0
2021-09-30,Impfzentrum,40-49,7139,6639,32,0
2021-09-30,Impfzentrum,50-59,9094,8536,33,0
2021-09-30,Impfzentrum,60-69,5624,5121,24,0
2021-09-30,Impfzentrum,70-79,7357,6648,11,0
2021-09-30,Impfzentrum,80+,7703,7214,264,0
2021-10-01,Impfzentrum,0-19,3775,3073,3,0
2021-10-01,Impfzentrum,20-29,5461,5129,21,0
2021-10-01,Impfzentrum,30-39,6506,5955,21,0
2021-10-01,Impfzentrum,40-49,7146,6653,33,0
2021-10-01,Impfzentrum,50-59,9096,8549,35,0
2021-10-01,Impfzentrum,60-69,5630,5128,25,0
2021-10-01,Impfzentrum,70-79,7358,6650,11,0
2021-10-01,Impfzentrum,80+,7704,7215,277,0
2021-10-03,Impfzentrum,0-19,3781,3085,3,0
2021-10-03,Impfzentrum,20-29,5467,5139,21,0
2021-10-03,Impfzentrum,30-39,6513,5966,21,0
2021-10-03,Impfzentrum,40-49,7148,6662,38,0
2021-10-03,Impfzentrum,50-59,9098,8560,37,0
2021-10-03,Impfzentrum,60-69,5631,5128,27,0
2021-10-03,Impfzentrum,70-79,7358,6650,11,0
2021-10-03,Impfzentrum,80+,7704,7217,295,0
2021-10-04,Impfzentrum,0-19,3784,NA,3,0
2021-10-04,Impfzentrum,20-29,5483,NA,21,0
2021-10-04,Impfzentrum,30-39,6515,NA,22,0
2021-10-04,Impfzentrum,40-49,7155,NA,43,0
2021-10-04,Impfzentrum,50-59,9105,NA,45,0
2021-10-04,Impfzentrum,60-69,5635,NA,33,0
2021-10-04,Impfzentrum,70-79,7358,NA,22,0
2021-10-04,Impfzentrum,80+,7704,NA,322,0
2021-10-05,Impfzentrum,0-19,3792,3137,3,0
2021-10-05,Impfzentrum,20-29,5486,5174,21,0
2021-10-05,Impfzentrum,30-39,6524,6009,25,0
2021-10-05,Impfzentrum,40-49,7163,6695,44,0
2021-10-05,Impfzentrum,50-59,9112,8595,47,0
2021-10-05,Impfzentrum,60-69,5636,5149,36,0
2021-10-05,Impfzentrum,70-79,7360,6651,26,0
2021-10-05,Impfzentrum,80+,7704,7223,346,0
2021-10-06,Impfzentrum,0-19,3806,3155,3,0
2021-10-06,Impfzentrum,20-29,5496,5189,22,0
2021-10-06,Impfzentrum,30-39,6534,6027,25,0
2021-10-06,Impfzentrum,40-49,7167,6703,45,0
2021-10-06,Impfzentrum,50-59,9112,8607,48,0
2021-10-06,Impfzentrum,60-69,5637,5153,37,0
2021-10-06,Impfzentrum,70-79,7360,6652,27,0
2021-10-06,Impfzentrum,80+,7704,7226,360,0
2021-10-07,Impfzentrum,0-19,3810,3178,5,0
2021-10-07,Impfzentrum,20-29,5504,5208,22,0
2021-10-07,Impfzentrum,30-39,6544,6044,26,0
2021-10-07,Impfzentrum,40-49,7167,6712,47,0
2021-10-07,Impfzentrum,50-59,9120,8623,50,0
2021-10-07,Impfzentrum,60-69,5640,5159,39,0
2021-10-07,Impfzentrum,70-79,7362,6655,27,0
2021-10-07,Impfzentrum,80+,7705,7229,373,0
2021-10-08,Impfzentrum,0-19,3831,3256,6,0
2021-10-08,Impfzentrum,20-29,5519,5231,25,0
2021-10-08,Impfzentrum,30-39,6560,6068,27,0
2021-10-08,Impfzentrum,40-49,7170,6725,52,0
2021-10-08,Impfzentrum,50-59,9127,8637,53,0
2021-10-08,Impfzentrum,60-69,5640,5165,40,0
2021-10-08,Impfzentrum,70-79,7366,6657,31,0
2021-10-08,Impfzentrum,80+,7705,7231,384,0
2021-10-09,Impfzentrum,0-19,3845,3289,6,0
2021-10-09,Impfzentrum,20-29,5529,5247,25,0
2021-10-09,Impfzentrum,30-39,6576,6081,29,0
2021-10-09,Impfzentrum,40-49,7181,6740,53,0
2021-10-09,Impfzentrum,50-59,9129,8646,57,0
2021-10-09,Impfzentrum,60-69,5640,5170,41,0
2021-10-09,Impfzentrum,70-79,7366,6657,32,0
2021-10-09,Impfzentrum,80+,7705,7231,390,0
2021-10-10,Impfzentrum,0-19,3849,3292,6,0
2021-10-10,Impfzentrum,20-29,5529,5248,25,0
2021-10-10,Impfzentrum,30-39,6578,6081,29,0
2021-10-10,Impfzentrum,40-49,7181,6741,53,0
2021-10-10,Impfzentrum,50-59,9129,8647,59,0
2021-10-10,Impfzentrum,60-69,5642,5170,42,0
2021-10-10,Impfzentrum,70-79,7366,6657,32,0
2021-10-10,Impfzentrum,80+,7705,7231,392,0
2021-10-11,Impfzentrum,0-19,3857,3302,6,0
2021-10-11,Impfzentrum,20-29,5532,5259,25,0
2021-10-11,Impfzentrum,30-39,6587,6101,29,0
2021-10-11,Impfzentrum,40-49,7184,6752,56,0
2021-10-11,Impfzentrum,50-59,9131,8655,60,0
2021-10-11,Impfzentrum,60-69,5645,5175,45,0
2021-10-11,Impfzentrum,70-79,7367,6657,32,0
2021-10-11,Impfzentrum,80+,7705,7231,405,0
2021-10-12,Impfzentrum,0-19,3869,NA,7,0
2021-10-12,Impfzentrum,20-29,5540,NA,25,0
2021-10-12,Impfzentrum,30-39,6599,NA,32,0
2021-10-12,Impfzentrum,40-49,7189,NA,58,0
2021-10-12,Impfzentrum,50-59,9134,NA,63,0
2021-10-12,Impfzentrum,60-69,5645,NA,50,0
2021-10-12,Impfzentrum,70-79,7367,NA,34,0
2021-10-12,Impfzentrum,80+,7707,NA,435,0
2021-10-13,Impfzentrum,0-19,3878,3356,7,0
2021-10-13,Impfzentrum,20-29,5556,5300,26,0
2021-10-13,Impfzentrum,30-39,6611,6138,34,0
2021-10-13,Impfzentrum,40-49,7199,6769,61,0
2021-10-13,Impfzentrum,50-59,9141,8673,65,0
2021-10-13,Impfzentrum,60-69,5646,5180,51,0
2021-10-13,Impfzentrum,70-79,7369,6658,47,0
2021-10-13,Impfzentrum,80+,7707,7233,490,0
2021-10-14,Impfzentrum,0-19,3883,3372,8,0
2021-10-14,Impfzentrum,20-29,5569,5311,26,0
2021-10-14,Impfzentrum,30-39,6620,6154,38,0
2021-10-14,Impfzentrum,40-49,7201,6783,65,0
2021-10-14,Impfzentrum,50-59,9146,8682,67,0
2021-10-14,Impfzentrum,60-69,5647,5182,54,0
2021-10-14,Impfzentrum,70-79,7369,6660,48,0
2021-10-14,Impfzentrum,80+,7707,7233,509,0
2021-10-15,Impfzentrum,0-19,3912,3447,8,0
2021-10-15,Impfzentrum,20-29,5580,5333,29,0
2021-10-15,Impfzentrum,30-39,6631,6181,40,0
2021-10-15,Impfzentrum,40-49,7211,6795,71,0
2021-10-15,Impfzentrum,50-59,9146,8695,69,0
2021-10-15,Impfzentrum,60-69,5655,5187,58,0
2021-10-15,Impfzentrum,70-79,7369,6660,51,0
2021-10-15,Impfzentrum,80+,7709,7234,521,0
2021-10-16,Impfzentrum,0-19,3930,3479,8,0
2021-10-16,Impfzentrum,20-29,5593,5343,29,0
2021-10-16,Impfzentrum,30-39,6643,6203,41,0
2021-10-16,Impfzentrum,40-49,7214,6809,72,0
2021-10-16,Impfzentrum,50-59,9149,8700,72,0
2021-10-16,Impfzentrum,60-69,5656,5189,60,0
2021-10-16,Impfzentrum,70-79,7369,6660,51,0
2021-10-16,Impfzentrum,80+,7709,7234,525,0
2021-10-17,Impfzentrum,0-19,3931,3479,8,0
2021-10-17,Impfzentrum,20-29,5594,5344,29,0
2021-10-17,Impfzentrum,30-39,6644,6204,41,0
2021-10-17,Impfzentrum,40-49,7216,6809,73,0
2021-10-17,Impfzentrum,50-59,9149,8700,72,0
2021-10-17,Impfzentrum,60-69,5656,5189,60,0
2021-10-17,Impfzentrum,70-79,7369,6660,51,0
2021-10-17,Impfzentrum,80+,7709,7234,526,0
2021-10-18,Impfzentrum,0-19,3937,3491,8,0
2021-10-18,Impfzentrum,20-29,5598,5352,34,0
2021-10-18,Impfzentrum,30-39,6650,6217,44,0
2021-10-18,Impfzentrum,40-49,7218,6816,76,0
2021-10-18,Impfzentrum,50-59,9150,8706,74,0
2021-10-18,Impfzentrum,60-69,5657,5192,61,0
2021-10-18,Impfzentrum,70-79,7369,6662,54,0
2021-10-18,Impfzentrum,80+,7709,7235,537,0
2021-10-19,Impfzentrum,0-19,3953,3515,8,0
2021-10-19,Impfzentrum,20-29,5617,5378,35,0
2021-10-19,Impfzentrum,30-39,6660,6259,48,0
2021-10-19,Impfzentrum,40-49,7227,6831,81,0
2021-10-19,Impfzentrum,50-59,9156,8716,85,0
2021-10-19,Impfzentrum,60-69,5661,5200,62,0
2021-10-19,Impfzentrum,70-79,7371,6667,64,0
2021-10-19,Impfzentrum,80+,7710,7235,629,0
2021-10-20,Impfzentrum,0-19,3954,3520,8,0
2021-10-20,Impfzentrum,20-29,5624,5383,36,0
2021-10-20,Impfzentrum,30-39,6663,6265,51,0
2021-10-20,Impfzentrum,40-49,7229,6833,81,0
2021-10-20,Impfzentrum,50-59,9158,8718,87,0
2021-10-20,Impfzentrum,60-69,5661,5202,66,0
2021-10-20,Impfzentrum,70-79,7371,6667,66,0
2021-10-20,Impfzentrum,80+,7710,7235,639,0
2021-10-21,Impfzentrum,0-19,3961,3531,8,0
2021-10-21,Impfzentrum,20-29,5625,5387,37,0
2021-10-21,Impfzentrum,30-39,6670,6284,52,0
2021-10-21,Impfzentrum,40-49,7232,6839,84,0
2021-10-21,Impfzentrum,50-59,9166,8724,89,0
2021-10-21,Impfzentrum,60-69,5661,5206,68,0
2021-10-21,Impfzentrum,70-79,7371,6667,69,0
2021-10-21,Impfzentrum,80+,7710,7235,653,0
2021-10-22,Impfzentrum,0-19,3976,3574,8,0
2021-10-22,Impfzentrum,20-29,5634,5409,40,0
2021-10-22,Impfzentrum,30-39,6687,6295,56,0
2021-10-22,Impfzentrum,40-49,7244,6847,91,0
2021-10-22,Impfzentrum,50-59,9173,8732,93,0
2021-10-22,Impfzentrum,60-69,5665,5213,77,0
2021-10-22,Impfzentrum,70-79,7371,6669,73,0
2021-10-22,Impfzentrum,80+,7711,7236,672,0
2021-10-23,Impfzentrum,0-19,3984,3590,8,0
2021-10-23,Impfzentrum,20-29,5649,5433,43,0
2021-10-23,Impfzentrum,30-39,6699,6310,58,0
2021-10-23,Impfzentrum,40-49,7251,6855,100,0
2021-10-23,Impfzentrum,50-59,9179,8740,94,0
2021-10-23,Impfzentrum,60-69,5670,5214,79,0
2021-10-23,Impfzentrum,70-79,7372,6670,76,0
2021-10-23,Impfzentrum,80+,7711,7236,681,0
2021-10-24,Impfzentrum,0-19,3984,3590,8,0
2021-10-24,Impfzentrum,20-29,5649,5433,43,0
2021-10-24,Impfzentrum,30-39,6701,6313,59,0
2021-10-24,Impfzentrum,40-49,7252,6856,102,0
2021-10-24,Impfzentrum,50-59,9180,8740,94,0
2021-10-24,Impfzentrum,60-69,5671,5215,80,0
2021-10-24,Impfzentrum,70-79,7372,6671,78,0
2021-10-24,Impfzentrum,80+,7711,7236,692,0
2021-10-25,Impfzentrum,0-19,3990,3598,8,0
2021-10-25,Impfzentrum,20-29,5656,5440,48,0
2021-10-25,Impfzentrum,30-39,6713,6323,64,0
2021-10-25,Impfzentrum,40-49,7255,6860,106,0
2021-10-25,Impfzentrum,50-59,9182,8751,100,0
2021-10-25,Impfzentrum,60-69,5673,5215,85,0
2021-10-25,Impfzentrum,70-79,7373,6675,81,0
2021-10-25,Impfzentrum,80+,7711,7237,712,0
2021-10-26,Impfzentrum,0-19,3998,3614,8,0
2021-10-26,Impfzentrum,20-29,5671,5457,53,0
2021-10-26,Impfzentrum,30-39,6725,6333,71,0
2021-10-26,Impfzentrum,40-49,7262,6870,111,0
2021-10-26,Impfzentrum,50-59,9189,8759,105,0
2021-10-26,Impfzentrum,60-69,5675,5215,87,0
2021-10-26,Impfzentrum,70-79,7374,6675,86,0
2021-10-26,Impfzentrum,80+,7711,7237,754,0
2021-10-27,Impfzentrum,0-19,4007,3624,8,0
2021-10-27,Impfzentrum,20-29,5676,5466,55,0
2021-10-27,Impfzentrum,30-39,6728,6341,73,0
2021-10-27,Impfzentrum,40-49,7265,6876,113,0
2021-10-27,Impfzentrum,50-59,9192,8761,109,0
2021-10-27,Impfzentrum,60-69,5675,5216,92,0
2021-10-27,Impfzentrum,70-79,7374,6676,87,0
2021-10-27,Impfzentrum,80+,7711,7237,789,0
2021-10-28,Impfzentrum,0-19,4034,3640,9,0
2021-10-28,Impfzentrum,20-29,5682,5478,56,0
2021-10-28,Impfzentrum,30-39,6735,6353,75,0
2021-10-28,Impfzentrum,40-49,7270,6886,116,0
2021-10-28,Impfzentrum,50-59,9196,8762,115,0
2021-10-28,Impfzentrum,60-69,5675,5218,96,0
2021-10-28,Impfzentrum,70-79,7374,6677,93,0
2021-10-28,Impfzentrum,80+,7711,7237,823,0
2021-10-29,Impfzentrum,0-19,4064,3679,9,0
2021-10-29,Impfzentrum,20-29,5700,5495,60,0
2021-10-29,Impfzentrum,30-39,6746,6372,82,0
2021-10-29,Impfzentrum,40-49,7275,6896,127,0
2021-10-29,Impfzentrum,50-59,9204,8771,137,0
2021-10-29,Impfzentrum,60-69,5675,5221,108,0
2021-10-29,Impfzentrum,70-79,7375,6679,104,0
2021-10-29,Impfzentrum,80+,7712,7238,853,0
2021-10-30,Impfzentrum,0-19,4080,3695,11,0
2021-10-30,Impfzentrum,20-29,5703,5507,62,0
2021-10-30,Impfzentrum,30-39,6755,6388,93,0
2021-10-30,Impfzentrum,40-49,7282,6903,132,0
2021-10-30,Impfzentrum,50-59,9207,8779,150,0
2021-10-30,Impfzentrum,60-69,5678,5222,110,0
2021-10-30,Impfzentrum,70-79,7375,6680,109,0
2021-10-30,Impfzentrum,80+,7712,7238,868,0
2021-10-31,Impfzentrum,0-19,4080,3695,11,0
2021-10-31,Impfzentrum,20-29,5703,5507,62,0
2021-10-31,Impfzentrum,30-39,6755,6388,93,0
2021-10-31,Impfzentrum,40-49,7282,6903,132,0
2021-10-31,Impfzentrum,50-59,9207,8779,150,0
2021-10-31,Impfzentrum,60-69,5678,5222,110,0
2021-10-31,Impfzentrum,70-79,7375,6680,109,0
2021-10-31,Impfzentrum,80+,7712,7238,868,0
2021-11-01,Impfzentrum,0-19,4089,3701,11,0
2021-11-01,Impfzentrum,20-29,5705,5511,62,0
2021-11-01,Impfzentrum,30-39,6761,6392,95,0
2021-11-01,Impfzentrum,40-49,7283,6905,139,0
2021-11-01,Impfzentrum,50-59,9209,8780,152,0
2021-11-01,Impfzentrum,60-69,5678,5224,116,0
2021-11-01,Impfzentrum,70-79,7375,6681,112,0
2021-11-01,Impfzentrum,80+,7712,7238,893,0
2021-11-02,Impfzentrum,0-19,4115,3729,12,0
2021-11-02,Impfzentrum,20-29,5715,5529,66,0
2021-11-02,Impfzentrum,30-39,6776,6409,100,0
2021-11-02,Impfzentrum,40-49,7290,6912,149,0
2021-11-02,Impfzentrum,50-59,9216,8782,164,0
2021-11-02,Impfzentrum,60-69,5679,5227,126,0
2021-11-02,Impfzentrum,70-79,7375,6682,125,0
2021-11-02,Impfzentrum,80+,7713,7239,939,0
2021-11-03,Impfzentrum,0-19,4144,3748,12,0
2021-11-03,Impfzentrum,20-29,5725,5539,71,0
2021-11-03,Impfzentrum,30-39,6795,6423,105,0
2021-11-03,Impfzentrum,40-49,7296,6925,159,0
2021-11-03,Impfzentrum,50-59,9226,8788,182,0
2021-11-03,Impfzentrum,60-69,5680,5230,136,0
2021-11-03,Impfzentrum,70-79,7376,6683,139,0
2021-11-03,Impfzentrum,80+,7713,7239,992,0
2021-11-04,Impfzentrum,0-19,4175,3764,14,0
2021-11-04,Impfzentrum,20-29,5734,5564,79,0
