Gebietsart;Gebietsnummer;Wahlberechtigte ohne Wahlschein;Wahlberechtigte mit Wahlschein;Wahlberechtigte nicht im Wählerverzeichnis;Wähler ohne Wahlschein;Wähler mit Wahlschein;Briefwähler in Urnenwahlgebiet erfasst;Stimmabgabeart;Zeilenart;Gruppe-Schluessel;701 (Glaser);702 (Bockler);703 (Reindl);704 (Hartthaler);705 (Baumgartner);706 (Gräf);707 (Germeier);708 (Gell);709 (Trischler);710 (Störkle);711 (Weigl-Mühlfeld);712 (Reismann);713 (Bockler);714 (Pelz);715 (Rüggeberg);716 (Pelz);717 (Renner);718 (Baumgartner);719 (Pudelko);720 (Daschner);721 (Galleneder);722 (Reismann);723 (Englbrecht);724 (Hartthaler);725 (Salzberger);726 (Kirchlechner);727 (Gabel-Obermaier);728 (Wolf);729 (Kranner);730 (Ismair);731 (Ismair);732 (Schweisfurth)
BRIEFWAHLBEZIRK;091751320031;;;;0;389;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;24;13;12;7;7;10;4;9;13;5;7;8;8;9;4;4;7;8;4;4;4;5;6;4;5;8;2;2;7;2;3;11
BRIEFWAHLBEZIRK;091751320032;;;;0;367;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;45;33;17;14;14;21;18;14;17;18;16;14;14;15;12;12;12;17;15;15;12;12;15;15;18;12;6;6;6;6;6;7
BRIEFWAHLBEZIRK;091751320033;;;;0;381;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;32;16;26;11;14;14;11;9;10;17;9;8;13;18;10;8;8;12;9;8;9;6;12;4;5;4;2;3;8;5;2;5
BRIEFWAHLBEZIRK;091751320034;;;;0;363;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;21;12;8;7;6;8;6;6;8;6;6;6;6;10;7;9;6;11;6;7;4;4;10;4;14;7;2;2;2;2;3;6
BRIEFWAHLBEZIRK;091751320035;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;51;29;27;10;13;30;18;12;17;15;15;11;22;10;9;9;21;16;8;10;8;17;14;10;21;12;2;2;3;2;2;19
BRIEFWAHLBEZIRK;091751320036;;;;0;365;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;22;12;9;7;5;5;2;3;5;2;5;5;5;3;6;2;2;2;2;2;2;2;2;1;3;0;0;0;0;0;0;12
BRIEFWAHLBEZIRK;091751320037;;;;0;357;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;27;13;25;8;7;11;9;14;15;7;7;6;6;7;6;6;11;6;7;6;6;6;9;6;12;6;3;3;3;3;3;6
BRIEFWAHLBEZIRK;091751320038;;;;0;384;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;33;16;14;10;14;20;14;10;20;10;10;19;10;19;10;10;10;13;10;14;10;11;17;13;24;11;4;5;4;5;6;22
BRIEFWAHLBEZIRK;091751320039;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;6;6;7;4;7;4;7;4;4;4;4;4;4;7;2;2;2;2;2;2;2;2;2;2;5;4;2;1;1;1;1;1
BRIEFWAHLBEZIRK;091751320040;;;;0;360;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;22;9;12;6;6;14;6;6;13;7;6;7;7;6;6;6;9;9;6;12;6;6;9;6;9;9;3;3;3;3;4;13
BRIEFWAHLBEZIRK;091751320041;;;;0;395;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;48;30;23;14;26;18;20;16;21;21;14;21;17;20;8;8;8;21;14;8;11;8;11;8;15;6;4;6;3;7;3;19
BRIEFWAHLBEZIRK;091751320042;;;;0;395;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;35;18;18;15;15;21;18;9;12;12;6;9;13;15;6;6;6;8;6;7;6;9;9;9;6;7;3;2;2;4;4;13
BRIEFWAHLBEZIRK;091751320043;;;;0;381;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;35;19;10;8;12;14;11;9;7;6;5;15;11;8;2;2;2;4;2;11;2;4;11;2;8;12;1;4;1;1;4;5
BRIEFWAHLBEZIRK;091751320044;;;;0;360;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;28;20;10;6;6;10;5;8;5;8;9;5;7;5;4;7;4;5;7;4;4;7;8;4;16;4;2;2;2;2;2;8
BRIEFWAHLBEZIRK;091751320045;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;33;15;12;7;6;15;9;12;12;11;11;9;9;12;9;7;11;6;9;9;6;9;14;6;16;11;3;4;4;5;3;6
BRIEFWAHLBEZIRK;091751320046;;;;0;380;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;31;16;12;9;12;15;12;11;12;9;9;12;12;10;9;9;11;9;9;9;8;8;16;8;10;6;3;3;3;3;3;9
BRIEFWAHLBEZIRK;091751320047;;;;0;372;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;52;18;21;5;7;12;4;4;10;4;10;10;10;10;4;4;7;10;4;4;4;7;20;7;4;7;5;2;2;5;2;8
BRIEFWAHLBEZIRK;091751320048;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;26;18;16;8;9;10;6;6;11;6;9;6;11;10;6;6;7;8;9;8;9;8;8;6;9;8;4;4;4;4;4;6
BRIEFWAHLBEZIRK;091751320049;;;;0;396;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;27;18;16;10;13;22;17;13;10;21;19;10;14;16;10;10;11;13;10;10;10;9;14;8;14;8;4;4;5;4;5;20
BRIEFWAHLBEZIRK;091751320050;;;;0;468;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;46;23;16;15;20;26;15;18;17;18;14;14;13;12;11;13;15;20;10;11;10;13;18;10;16;13;5;6;6;8;5;12
BRIEFWAHLBEZIRK;091751330011;;;;0;310;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;26;12;9;7;9;17;15;4;6;5;4;14;4;8;6;4;6;4;8;7;4;5;7;13;4;7;2;5;2;5;2;3
BRIEFWAHLBEZIRK;091751330012;;;;0;318;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;36;31;23;17;13;22;15;15;15;22;12;12;12;16;12;12;16;18;12;15;15;18;14;13;12;12;6;9;6;7;7;6
BRIEFWAHLBEZIRK;091751330013;;;;0;304;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;20;7;9;8;6;6;10;11;3;5;3;15;7;6;3;3;6;6;8;4;2;6;3;6;2;2;1;2;1;3;3;4
BRIEFWAHLBEZIRK;091751330014;;;;0;317;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;54;27;24;22;12;21;20;12;14;11;9;12;12;11;8;8;11;12;9;11;11;9;14;8;8;11;4;4;4;3;3;9
BRIEFWAHLBEZIRK;091751330015;;;;0;318;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;21;12;5;5;5;4;8;4;5;5;2;11;2;5;2;3;4;5;9;6;2;12;2;2;2;2;1;2;2;1;1;1
BRIEFWAHLBEZIRK;091751330016;;;;0;301;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;11;9;6;6;7;9;13;10;6;6;7;12;6;6;6;6;10;6;11;12;7;10;11;7;6;8;3;3;5;2;2;11
BRIEFWAHLBEZIRK;091751370011;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;40;19;28;10;13;10;10;10;9;11;8;8;12;7;11;7;7;11;9;4;4;4;8;4;6;4;3;2;2;2;2;6
BRIEFWAHLBEZIRK;091751370012;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;43;19;28;17;24;10;13;8;7;19;15;11;19;6;5;4;7;27;4;4;7;5;11;10;4;7;2;4;3;3;3;30
BRIEFWAHLBEZIRK;091751370013;;;;0;403;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;50;54;46;35;41;37;36;34;32;35;36;25;30;33;29;26;26;35;25;20;24;20;23;19;22;20;10;9;9;8;8;25
BRIEFWAHLBEZIRK;091751370014;;;;0;402;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;70;41;24;14;35;33;21;13;18;21;17;9;33;13;7;6;6;33;6;7;7;4;18;8;10;8;6;4;3;5;2;25
BRIEFWAHLBEZIRK;091751390021;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;57;30;22;22;24;27;21;22;28;23;21;23;25;32;24;21;35;27;21;18;18;18;28;19;19;22;12;9;10;9;9;24
BRIEFWAHLBEZIRK;091751390022;;;;0;375;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;52;28;31;17;18;23;17;17;15;15;14;16;12;12;15;16;27;16;12;16;12;13;18;14;16;21;6;6;7;6;7;9
BRIEFWAHLBEZIRK;091751390023;;;;0;382;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;53;25;24;15;18;18;15;18;17;18;22;14;24;18;14;15;36;16;16;17;15;17;16;14;16;16;7;7;7;8;7;21
BRIEFWAHLBEZIRK;091751390024;;;;0;374;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;34;19;18;9;8;14;8;14;10;16;8;11;11;16;9;8;28;15;11;11;9;8;12;8;9;9;5;7;5;8;5;11
BRIEFWAHLBEZIRK;091751390025;;;;0;369;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;26;6;16;3;5;3;0;0;2;7;1;2;1;4;0;0;11;1;0;0;1;0;2;0;0;1;1;0;0;0;0;4
BRIEFWAHLBEZIRK;091751390026;;;;0;379;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;44;28;17;10;10;20;11;13;12;9;11;9;6;8;8;6;33;16;7;6;8;9;8;6;6;8;3;8;6;4;4;20
BRIEFWAHLBEZIRK;091751390027;;;;0;379;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;31;12;26;3;0;12;3;3;1;4;0;1;3;12;0;4;25;4;2;0;0;0;3;1;1;3;0;0;3;7;0;7
BRIEFWAHLBEZIRK;091751390028;;;;0;419;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;24;12;11;4;9;10;8;6;8;5;4;6;9;18;4;4;22;5;4;4;5;4;11;4;5;7;2;2;2;2;2;16
BRIEFWAHLBEZIRK;091751120011;;;;0;453;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;64;45;56;19;25;22;18;21;19;19;27;21;24;29;18;24;18;20;21;19;25;19;23;18;18;22;12;9;9;9;9;28
BRIEFWAHLBEZIRK;091751120012;;;;0;457;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;48;27;35;13;20;24;23;13;23;19;12;14;29;15;13;10;10;16;10;13;13;16;18;13;10;23;6;9;5;5;9;13
BRIEFWAHLBEZIRK;091751120013;;;;0;429;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;28;16;29;9;11;14;13;9;8;11;12;6;11;9;5;3;4;4;2;3;21;2;6;5;2;8;1;1;2;1;1;13
BRIEFWAHLBEZIRK;091751120014;;;;0;351;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;48;28;28;12;15;24;12;18;20;24;23;18;21;18;18;10;9;16;9;9;22;10;16;13;10;24;7;5;9;5;7;27
BRIEFWAHLBEZIRK;091751190041;;;;0;254;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;25;9;27;4;9;5;4;4;4;7;6;4;4;8;4;4;4;11;4;4;9;4;10;4;4;7;2;3;2;2;2;11
BRIEFWAHLBEZIRK;091751190042;;;;0;245;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;11;1;8;1;1;8;4;2;8;4;8;7;9;5;1;1;1;11;1;1;7;1;11;2;1;9;1;1;1;1;0;9
BRIEFWAHLBEZIRK;091751360031;;;;0;288;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;30;15;18;10;10;18;10;10;10;13;15;10;14;18;16;13;8;12;8;9;15;8;12;10;10;14;4;4;4;4;4;10
BRIEFWAHLBEZIRK;091751360032;;;;0;284;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;22;12;23;9;11;10;10;10;14;10;15;11;15;16;8;8;11;8;8;8;11;8;16;8;9;16;4;7;4;4;4;15
BRIEFWAHLBEZIRK;091751130111;;;;0;278;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;84;43;95;26;30;36;25;23;29;23;51;25;28;38;26;30;24;29;22;21;66;19;27;19;19;27;9;9;12;9;8;41
BRIEFWAHLBEZIRK;091751130112;;;;0;286;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;66;25;100;9;25;29;9;15;26;13;70;11;13;44;11;28;9;18;12;9;84;15;13;8;9;22;4;4;13;7;4;47
BRIEFWAHLBEZIRK;091751140211;;;;0;274;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;38;22;76;13;13;16;19;13;22;13;27;12;15;23;12;17;15;12;12;18;14;12;15;10;10;14;5;8;5;5;5;42
BRIEFWAHLBEZIRK;091751140212;;;;0;266;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;37;19;40;10;13;15;10;11;21;11;32;10;10;19;10;16;14;12;12;10;19;12;13;14;10;18;8;5;8;5;8;32
BRIEFWAHLBEZIRK;091751160311;;;;0;359;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;32;17;50;9;10;51;7;7;22;11;18;8;7;34;12;36;7;11;10;7;10;6;10;6;6;21;6;6;14;7;3;16
BRIEFWAHLBEZIRK;091751160312;;;;0;363;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;73;22;79;14;11;76;14;14;19;14;26;10;13;33;27;28;11;8;8;10;21;8;13;9;11;26;4;6;14;4;4;26
BRIEFWAHLBEZIRK;091751210411;;;;0;480;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;168;76;197;42;50;90;37;34;40;38;72;37;48;56;61;44;35;34;34;35;59;37;38;35;34;80;16;17;41;16;16;87
BRIEFWAHLBEZIRK;091751210412;;;;0;446;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;157;52;188;29;34;66;39;30;42;34;54;30;32;59;58;47;25;32;24;27;63;24;36;24;24;88;11;18;58;11;12;83
BRIEFWAHLBEZIRK;091751210413;;;;0;415;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;144;50;152;29;29;78;36;31;55;35;64;28;30;61;66;41;31;31;26;32;71;26;37;29;23;85;11;16;55;15;16;59
BRIEFWAHLBEZIRK;091751210414;;;;0;415;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;123;48;167;29;18;62;28;22;35;26;46;28;25;50;42;39;21;27;17;16;41;16;23;15;14;53;8;8;45;8;7;49
BRIEFWAHLBEZIRK;091751280511;;;;0;218;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;48;32;30;17;17;28;19;17;54;13;25;14;24;15;12;14;13;11;14;10;17;10;14;16;9;12;3;3;6;3;3;16
BRIEFWAHLBEZIRK;091751280512;;;;0;233;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;24;15;32;8;8;17;8;8;43;12;26;8;7;22;13;15;6;6;6;6;22;4;5;4;4;7;2;2;9;2;2;24
BRIEFWAHLBEZIRK;091751310611;;;;0;361;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;45;22;41;10;11;35;9;12;18;18;16;7;20;61;8;50;11;11;7;9;13;8;13;10;7;14;4;4;7;4;4;28
BRIEFWAHLBEZIRK;091751310612;;;;0;346;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;83;27;77;18;17;49;23;19;41;17;40;16;15;76;16;54;17;24;15;16;30;13;25;13;14;13;5;8;8;8;8;24
KREIS;09175000;;;;0;44372;0;BRIEF;SUMME;ÖDP;5170;3287;3658;1994;2013;2368;1957;1761;1850;1902;1832;1623;2118;1965;1334;1393;1384;1803;1390;1933;1501;1329;1847;1550;1141;1560;570;717;768;837;699;2029
KREIS;09175000;62795;46636;0;28803;44633;0;GESAMT;SUMME;ÖDP;7378;5074;5189;3099;3114;3545;3070;2788;2925;2957;2826;2618;3155;3007;2228;2285;2303;2801;2261;2841;2372;2171;2781;2417;1931;2422;947;1132;1194;1252;1067;2562
